"delta1","delta2","Psi11","Psi12","Psi21","Psi22","Theta1","Theta2","Phi1","Phi2","Participant","SSE","AIC","BIC","sigma2_est"
0.264349114620133,0.473112584295897,0.050447427896154,0.0030163010838928,-0.010060579709408,-0.00435149066581364,0.390746230593375,0.325579954782343,-0.053412255876279,0.0691311824670521,"38",4.62410018616894,-504.875005919087,-465.564559148086,0.033266907814165
0.0723288947106008,0.0840099743270161,0.0444571618751612,0.00904574465497244,-0.0560607048637861,0.000530761790235015,0.658363430320686,0.864978130117271,-0.0497471058947455,-0.27456284674364,"39",10.24210175743,-384.000798227104,-344.690351456102,0.073684185305252
0.322701368749285,0.338894702903016,0.0661066084224505,0.00873212700369897,-0.0301862167942029,0.000966733309156051,0.286187736058182,0.353096800540311,-0.116953536438419,-0.243259140295791,"40",33.7999883140597,-202.519849742477,-163.209402971475,0.243165383554386
0.362755223829583,0.392966158900783,0.129824735202231,0.003915839615854,-0.109100444594595,-0.00314155992790442,0.258050362090976,0.242445436296532,-0.545353744973479,-0.0806407230522803,"41",20.583901753475,-277.904425262792,-238.593978491791,0.148085624125719
0.210379142961156,0.305096162989108,0.0662972657199731,0.0155490966925152,-0.0673482934883636,-0.0106944994240833,0.296835079863588,0.512826205986232,-0.0388053124077282,-0.187677855757313,"42",4.18726060769007,-519.958736633596,-480.648289862595,0.0301241770337415
0.223181185659974,0.34683194256501,0.0743472753157195,0.0070003615570294,-0.107706542338693,-0.00262187973190831,0.0951419357244805,0.119206936508596,-0.0813481337585192,-0.18958983710007,"43",9.90861078450729,-389.03240756041,-349.721960789409,0.0712849696727143
0.21802791224484,0.285994968305225,0.0952861085909127,0.00598741255353635,-0.0294534584935684,-0.00689134914897905,0.322416647935172,0.255192951522093,-0.260461776301191,-0.0929794368292751,"44",10.5246185759953,-379.86483402523,-340.554387254229,0.0757166804028435
0.275711040215768,0.383870657229857,0.125076071292828,0.00685969081052103,-0.142396290392541,-0.00455947036247745,0.185451081126245,0.138789316813552,-0.202985293230546,-0.0945068270954903,"45",14.0114203190947,-336.369183576194,-297.058736805192,0.100801585029459
0.116150136509953,0.0706062137811036,0.0423760455144992,0.0102509329536694,-0.0397799952236177,-0.00257854556016924,0.559816939434138,0.853755409604866,-0.144041316574073,-0.331780474336483,"46",6.35265867515851,-456.60108019805,-417.290633427048,0.0457025803968238
0.113284653609964,0.199334459070198,0.0532862495203013,0.00729425182283642,-0.0616887817033346,-0.00516352783361425,0.677081907031583,0.661267612254839,-0.0927374439958896,-0.247561193588681,"47",3.94985349756704,-528.83070884038,-489.520262069378,0.0284162122127125
0.461638780277613,0.393156798723908,0.11655634395832,0.00162391178480634,-0.0983772034605892,-0.00243385354842993,0.100178562516321,0.288193477114243,0.0229390917948849,-0.174820406853204,"48",6.83635914216928,-445.447033452847,-406.136586681845,0.0491824398717214
0.117962934324319,0.381863814123412,0.0573723601918723,0.0150115140572593,-0.060986539381445,-0.0134484702715383,0.446286290016885,0.438582069728328,-0.00255667029257346,-0.0175856428302803,"49",8.04502906606426,-420.701571375924,-381.391124604922,0.0578779069501026
0.277327832231322,0.431041083119669,0.0707824588100208,0.0171302223006112,-0.0685120842357694,-0.012111234005672,0.197425377381019,0.319278371181388,0.049881391093569,-0.00131485505641912,"50",4.62552030533955,-504.828331979151,-465.517885208149,0.0332771244988457
0.156936107270916,0.269257366126644,0.0662526146876025,0.0109736942915193,-0.0612638376579192,-0.00677926017571549,0.478826152296672,0.601725112201075,-0.345450800722731,-0.309865879458379,"51",6.26406150141893,-458.735865083712,-419.42541831271,0.0450651906576902
0.308448423340748,0.316411129446415,0.102111302638586,0.000855556299811231,-0.0984860836027783,0.000151102777064112,0.174305817049285,0.145626593553275,-0.257389127025367,-0.0949461918641433,"52",9.33480516211312,-398.099853606341,-358.789406835339,0.0671568716698786
0.0271925155752576,0.0236799317652252,0.0104644425824019,0.00110359328383322,-0.0157345506833325,0.000340999487134916,0.90104806064547,0.931005092748377,-0.376770989657889,-0.300475122602754,"53",1.34688617634005,-692.36493954599,-653.054492774988,0.00968982860676294
0.0830091508861551,0.299443699044797,0.0496152286598916,0.00585873221226536,-0.0536615080580229,-0.00867621994078546,0.665129114089799,0.583286657412141,-0.217778041329825,0.0636163281520278,"54",4.45784695597268,-510.440621733982,-471.13017496298,0.0320708414098754
0.283620915067714,0.431011462587141,0.117871230223687,0.00431544251139884,-0.14606643432452,-0.00340976314789869,0.134722606901452,0.082168099384646,-0.108028111555153,-0.0513920022102166,"55",10.1557921953834,-385.287120408821,-345.97667363782,0.0730632532041974
0.16754165108591,0.137933918469539,0.0791201199912563,0.00725130212153975,-0.0766413326559285,-0.00451022641022902,0.500307232953739,0.729831123604505,-0.3086383256059,-0.360498907721327,"56",12.6326106550628,-352.115033278339,-312.804586507337,0.0908820910436169
0.02704312260891,0.160368837004301,0.0348424065739556,0.00698851803368178,-0.0353802752255811,-0.0104923291227585,0.609205672827931,0.733094784290095,0.0981323782440327,-0.0311085964388608,"57",6.44575194723403,-454.389801417388,-415.079354646386,0.0463723161671513
0.151014417746672,0.297582903932755,0.0305877471957076,0.0129239986778491,-0.0249956939143191,-0.016090337795731,0.62598694692939,0.598496340404968,-0.396090641715684,0.0226827746099031,"58",4.83073847110226,-498.229938189739,-458.919491418738,0.0347535141805918
0.134621009463444,0.303485710808571,0.0621616217431196,0.0063821933361109,-0.0534460023290296,-0.00839054245400688,0.600963115861196,0.5394586780011,-0.186638062209862,-0.0354502146560068,"59",4.66002959921852,-503.69852558672,-464.388078815719,0.0335253928001332
0.406563576043007,0.54864922804916,0.110990546858798,0.00606328710115026,-0.105675716040724,-0.00906847214352711,0.0570740999918794,0.105894575587356,-0.0220048845817957,-0.0352894512606583,"60",9.87860146263851,-389.493454863517,-350.183008092515,0.0710690752707806
0.156848702995416,0.367782155853321,0.074951616847863,0.00482180907550847,-0.0795120809854466,-0.00958523191823684,0.200365022344547,0.127255914673644,-0.141644740573196,0.128429716011587,"61",11.8648104753644,-361.646147885025,-322.335701114023,0.0853583487436288
0.0778178847394884,0.0189093835406642,0.0388639898503723,0.0108552633429078,-0.0455124940698835,-0.000734961484841157,0.731300425333503,0.964734792540108,-0.151397791850558,-0.306337929960026,"62",3.36169393921974,-553.338199850777,-514.027753079775,0.0241848484835952
0.0987752792492629,0.0215109288692474,0.0632304216526237,0.00479638125227866,-0.046834805434895,0.000783970535767707,0.755450639210294,0.944571570461252,-0.239602878094439,-0.364067402086676,"63",9.30209605285433,-398.633396136274,-359.322949365272,0.0669215543370815
0.02305644677584,0.169962615813649,0.0370848183145785,0.00158082419187841,-0.0204015147135795,0.00150356498975694,0.861509590173349,0.7997136938425,-0.298566842831809,-0.31744874186206,"64",10.6927895821303,-377.455253358775,-338.144806587774,0.0769265437563328
0.375961097050879,0.48257697832087,0.102156172466331,0.00138205940605374,-0.103884799835343,-0.00687742833268709,0.0740704599520041,0.0934409936883965,0.1465900248434,-0.167951796546826,"65",12.06770674885,-359.068819960652,-319.75837318965,0.0868180341643883
0.0393338550424573,0.0686196794267744,0.0311910869512595,0.00290608112790858,-0.018988060335422,-0.0037744864625487,0.848639093896483,0.894145398384286,-0.164585462919893,-0.0155225540697243,"66",2.06884003395743,-627.127650986987,-587.817204215985,0.0148837412514923
0.413194644559527,0.490350642975264,0.103870396710929,0.00640577355530518,-0.118106705440179,-0.00468317725985487,0.068737263971213,0.00515396121075387,0.086130624481548,0.0201423148133201,"67",12.1066346146822,-358.579289294073,-319.268842523071,0.0870980907531091
0.556055789815131,0.525792118458688,0.11785638360642,0.006288014432886,-0.117320406789133,0.000673862347074969,-0.0553482777284252,0.145672069519554,0.116925417270457,0.126306331100964,"68",33.3968130709134,-204.343846453105,-165.033399682104,0.240264842236787
0.139454829820273,0.198132740121264,0.0519911460210281,0.00542884795027795,-0.0387745884514114,-0.00840349166717727,0.483871528107423,0.681919232554511,-0.09736577491557,-0.292723582134714,"69",4.8058671093698,-499.014541304575,-459.704094533574,0.034574583520646
0.191785526414968,0.0119418290516669,0.0445240839472563,0.0110023908085107,-0.0294514425312048,7.78331711089519e-05,0.468621392902567,0.970596365806177,0.0890549968228627,-0.276735417134661,"70",3.42250808773644,-550.613045693242,-511.30259892224,0.0246223603434276
0.148235647165949,0.305732192320545,0.0652074676557028,0.00575890077070304,-0.113621413351607,-0.00969297174610095,0.182215953583598,0.181468323788701,-0.103433333237491,-0.191632731148711,"71",10.7380782983626,-376.812825328971,-337.50237855797,0.0772523618587239
0.149357488463479,0.146178855776614,0.0413383785920564,0.00577956240195139,-0.0334780107581745,-0.00357863015423434,0.622905700543833,0.7577334614783,-0.0408045090158887,-0.213335165971454,"72",3.63465015300544,-541.471884093148,-502.161437322147,0.0261485622518377
0.148019032963796,0.161916652877412,0.0466528498246534,0.00882184480990563,-0.0340375442801598,-0.0078994155774925,0.664189563408772,0.737908131848397,-0.0991829488599105,-0.0911255641963309,"73",5.30118659053113,-484.104375731807,-444.793928960805,0.0381380330254038
0.167055110447109,0.155582108146211,0.029254543047554,0.013524482008995,-0.0164934942886094,-0.00402445405977476,0.517228224211184,0.742044692096591,-0.00922465941754381,-0.214616452427849,"74",2.33536447066095,-608.708307856485,-569.397861085484,0.0168011832421651
0.269826801912794,0.367075733151789,0.0849922152597504,0.0100647713405889,-0.119893680470591,-0.00802506583907931,0.305514076571839,0.159280015997543,-0.263508939617807,-0.175522320442613,"75",19.3334181131758,-287.430902899624,-248.120456128622,0.139089338943711
0.152950030905695,0.0151151742320508,0.0345603108515633,0.00737722145247611,-0.0167827095294473,-0.000180588748521781,0.384414389796864,0.975827906036332,-0.0587344587601912,-0.615366993281659,"76",8.62137999311058,-410.184574260328,-370.874127489327,0.0620243164971984
0.386056089229321,0.343274562046567,0.0969171451060728,0.000626561089261322,-0.0488204788085474,-0.00212967089981818,0.0729946999090227,0.0649927606672946,-0.167767076168549,-0.153791083786306,"77",10.098684726093,-386.144250253997,-346.833803482996,0.0726524081013883
0.125122643404327,0.267217795946003,0.0459250673781419,0.00946382811084502,-0.0274478139425999,-0.000448927649849227,0.322517712335616,0.645032154538556,0.163214737070025,-0.128356528872578,"78",4.74804115546252,-500.854553179186,-461.544106408185,0.0341585694637591
0.182593388063084,0.266994155518938,0.0690349731934361,0.00676966315273934,-0.0510516854206935,-0.00945284028214856,0.521938310632501,0.614289743049465,-0.258734840385587,-0.280557864664092,"79",13.6145846097461,-340.736313550355,-301.425866779353,0.0979466518686771
0.414344000019691,0.679511929904466,-0.00123476471772287,0.000246538643602068,0.000307046015186657,-0.000130405052132558,0.17953051613199,-0.363979564272989,-0.198810566942147,0.353290415263505,"80",0.306880202811368,-917.187108782286,-877.876662011285,0.00220777124324725
0.3552179088457,0.439042048719176,0.0765437822070142,0.0110392644595889,-0.0631959256145207,-0.0085935933951809,0.12150587386821,0.304109314360485,0.0150785256501736,0.0022190415215211,"81",7.00014891307514,-441.84826300556,-402.537816234558,0.0503607835473032
0.19193156666108,0.0808353012316742,0.0347374504012493,0.00251298944847677,-0.0235314563093915,-0.00335252523312807,0.378302442580524,0.836723420356949,0.0444417581441068,-0.22490693656781,"82",4.5216689355452,-508.279902966903,-468.969456195901,0.0325299923420518
0.0678338706872978,0.0446726278104887,0.0325989357090349,0.00836653901980442,-0.0376390545993702,-0.00090176852247202,0.72126850168013,0.920083649728643,0.0519704075185811,-0.149820731567887,"83",1.82766862009737,-645.967580330833,-606.657133559831,0.0131486951086141
0.123863957132037,0.435745966723464,0.0473664605669784,0.0104135187770954,-0.0403923140703585,-0.0125452722481899,0.523267823554497,0.418429974949622,-0.108720887968201,0.0325988288552053,"84",5.02835039431715,-492.135858678756,-452.825411907755,0.0361751826929291
0.409422295017449,0.503164744542869,0.102090135207212,0.005660222834148,-0.0990933378481153,-0.00497598380758392,0.140968267432082,0.0949966068783699,0.0777262482412325,-0.0268314245482916,"85",11.2042736056431,-370.352956995716,-331.042510224714,0.0806062849326839
0.145924362059629,0.42224370538519,0.042868102553658,0.00504380672975228,-0.0557967927402148,-0.0147311845019778,0.585042524172242,0.387980274904389,-0.156968990716095,0.0887661427192043,"86",4.48389096236816,-509.555178612578,-470.244731841576,0.0322582083623609
0.130853367241799,0.562342310513557,0.0249079714503618,0.00931004120054056,-0.0237172807624231,-0.00939912045823746,0.217990003413047,0.326245924011702,0.208546272734797,0.0575779204886786,"87",3.55357153837204,-544.900958105657,-505.590511334655,0.0255652628659859
0.380529851933142,0.469452438545182,0.105476799977669,0.0066636277339562,-0.0853746736900738,-0.00894779898788587,0.125958308740928,0.234351520393579,-0.090572773600349,0.100203252950715,"88",3.71328230598159,-538.218576148482,-498.90812937748,0.0267142611941122
0.0901400639749991,0.00473338036001936,0.00759311388041915,4.67850518130541e-06,-0.00331728794569036,0.00089568942880108,0.850882647797519,0.968002248137319,-0.461859278258546,-0.665652009309255,"89",4.22509983968217,-518.591319702595,-479.280872931593,0.0303964017243322
0.402786072029067,0.557789088426042,0.102419173086594,0.00615068025527214,-0.0948540683301286,-0.011621921079923,0.0954614427953939,0.14751424499461,-0.139851603490521,-0.0146061049976004,"90",7.75845290437173,-426.21483132718,-386.904384556179,0.0558162079451204
0.0739981333421178,0.0355760622677615,-4.91188044502718e-05,0.000549506366318464,-0.0034193865691039,-0.00176586861568021,-0.562054767633011,0.66803804113795,0.564559818183364,-0.187313535507754,"91",0.136055846629417,-1040.82269493275,-1001.51224816174,0.000978819040499401
0.0959485124187595,0.292721108089791,0.0666011008713691,0.0056296868512466,-0.0714881349011314,-0.00989187429038835,0.552194585391037,0.544494854012838,-0.0785713966761313,-0.123215975774672,"92",13.3287186004715,-343.961847081531,-304.65140031053,0.0958900618738958
0.0363986833877472,0.0127965893168729,0.0251542071940763,0.00253395308609861,-0.0290834361863192,0.000820704779434559,0.83521591418261,0.959930746804593,-0.0561856396276345,-0.202909987655481,"93",2.20235815742398,-617.621480410733,-578.311033639731,0.01584430329082
0.404044077187626,0.25319818249554,0.0894124303994415,0.000813921281880426,-0.0504139742711083,-0.00172657376670253,0.0718814193454838,0.45347203402293,0.141644480093249,-0.388482806207915,"94",16.9858445836447,-307.108029670991,-267.79758289999,0.122200320745645
0.174832935545556,0.330444199812252,0.0530357500315319,0.00651973934880011,-0.0296257700548476,-0.0129921458289792,0.65659786676055,0.499426459803682,-0.310173490726006,0.0116669603702932,"95",3.46178111197133,-548.878788381017,-509.568341610015,0.0249049000861247
0.313626381072146,0.66410959904893,0.0738859289404001,0.0109008549840745,-0.0567073971897817,-0.0129685912954171,-0.0087019601924101,0.0168653748699547,0.079625577323856,-0.0424444029265991,"96",18.2265036276771,-296.392568902338,-257.082122131337,0.131125925378972
0.2328791911501,0.386991242406139,0.0917320640814709,0.00993722871063806,-0.081413698182051,-0.00251619782930819,0.180607549099182,0.182324665253908,0.0610683858684424,0.0684906107868243,"97",21.9955163746847,-267.822367190158,-228.511920419156,0.158241124997731
0.0929049039454584,0.187197741292767,0.0457873978112521,0.0102810825425225,-0.0223785750732491,-0.010737088171968,0.724560601602141,0.720297061687934,-0.210897359844587,0.039215010253699,"98",8.16892739224936,-418.378521823193,-379.068075052192,0.0587692618147436
0.321232384004921,0.255892630619527,0.0957761037300935,0.00532188913215769,-0.0653820275581653,-0.00188154646163674,0.199882174224614,0.285227355498975,0.0671225985143363,-0.0826634740977274,"99",6.16182389380866,-461.237170471228,-421.926723700226,0.0443296683007817
0.0974541624228569,0.280035992172831,0.0518360748803745,0.00779430920723357,-0.0552530367431531,-0.00912955631981627,0.68433343874414,0.582104453116688,-0.153432456689802,-0.237782876712853,"100",9.09501451098408,-402.055425234852,-362.744978463851,0.0654317590718279
0.105844702484838,0.0412494054716725,0.0458015221363152,0.00925162392024997,-0.0420572257281174,0.00579687113341504,0.720551883233636,0.853055269634864,-0.118031125815206,-0.308066268023378,"101",13.1630740780019,-345.862684510487,-306.552237739486,0.0946983746618845
0.23815061010617,0.067596546566649,-0.00237351553796282,0.00350828226900289,-0.000650538201703464,-0.00109790245844545,0.57137769148989,0.792669174446393,-0.172601119966303,-0.300265448500736,"102",1.08282596431823,-725.534552053185,-686.224105282183,0.00779011485121027
0.149487715670051,0.162239098207112,0.0436395964393537,0.00115281490767679,-0.0513933449037505,-0.00343668684430602,0.563930647305317,0.643191840215391,-0.23516595170037,0.019555442566753,"103",3.95780362855303,-528.52507588292,-489.214629111918,0.0284734073996621
0.163414126333595,0.131796666481961,0.033757157245247,0.0156670789062144,-0.0454967654425749,-0.00637727508489749,0.48331776917888,0.785334957179389,-0.132541712754653,-0.412611992542202,"104",12.0459216485517,-359.343464331185,-320.033017560184,0.0866613068241129
0.461437397229691,0.509600051067633,0.114380159237186,0.00190760389461646,-0.102290943553341,-0.00485795937814639,0.0541207620312306,0.0133218852918855,0.0284326433235148,0.139377296082479,"105",4.99317805224146,-493.202805297802,-453.892358526801,0.03592214426073
0.0891155526760599,0.266674038310011,0.0398501946689758,0.0150222954232117,-0.0548093241774276,-0.00547446459741839,0.298304311587779,0.64525070914797,0.25415799626324,-0.129466737708518,"106",7.07582549294595,-440.21385381461,-400.903407043609,0.0509052193737118
0.219984052753692,0.228696260074087,0.0621218680808214,0.0190223051333269,-0.0474544265918447,-0.00563715283618681,0.267069810896045,0.684561473857898,-0.0435342747400819,-0.156696302004521,"107",12.8440185647726,-349.592349480798,-310.281902709796,0.0924030112573566
0.0409162851884061,0.0368523857766717,0.00618935658777324,0.00244699081258404,-0.011425473473348,-0.000836206014209953,0.561262253311051,0.91114724156103,0.0817750084945857,-0.142377951786602,"108",3.28520183529055,-556.836769254877,-517.526322483876,0.0236345455776298
0.303759492399227,0.269560380662186,0.0440759186047856,0.0281634530393961,-0.0609914384123504,-0.011677387643236,0.126269243995555,0.556905305586858,0.265504430928598,-0.326177891729973,"109",13.6960088695967,-339.829960184014,-300.519513413013,0.0985324379107678
0.352769308282843,0.386989122985534,0.130487651010468,0.00264709991798651,-0.144706919434702,-0.000709139132404718,0.26865390413131,0.255846847271208,-0.128964704562554,-0.263625961373328,"110",12.534273025117,-353.302895551158,-313.992448780157,0.0901746260799786
0.449093908726862,0.419581982705898,0.118948918480792,-0.000111522757857194,-0.132047481945491,-0.000473487342094276,0.114453292020633,0.100557651892518,0.0340313916392619,-0.0383720822739136,"111",9.98586587593573,-387.851895690363,-348.541448919362,0.0718407616973793
