TrialNumber,Ppn,DoorClicked,Won,TotalAmount,PAscore,NAscore,Time_msec
111,46,1,0.55,11.07,0.501666666666667,0.326354166666667,1530020.04500001
112,46,1,-0.77,10.3,0.506875,0.295104166666667,1534616.24999996
113,46,1,-0.71,9.59,0.387083333333333,0.383645833333333,1539588.995
114,46,1,-3.92,5.67,0.199583333333333,0.6128125,1544602.65999998
115,46,1,-3.38,2.29,0.0225,0.9878125,1549736.28499999
116,46,1,-1.47,0.82,0.00687500000000008,0.9878125,1554972.50999999
117,46,1,3.44,4.26,0.199583333333333,0.9721875,1559716.18999995
118,46,1,-2.67,1.59,0.00687500000000008,0.9878125,1563892.09500002
119,46,1,-3.59,-2,0.0172916666666667,1,1568697.15000002
120,46,1,-1.41,-3.41,0.5,0.5,1573999.21499996
121,46,1,-3.18,-6.59,0.0172916666666667,0.993020833333333,1581141.28999994
122,46,1,-1.42,-8.01,0.00687500000000008,0.998229166666667,1587285.03999999
123,46,1,3.04,-4.97,0.00166666666666676,0.993020833333333,1591624.13499993
124,46,1,-3.2,-8.17,0.00166666666666676,0.9878125,1596182.61999998
125,46,1,-0.91,-9.08,0.00166666666666676,0.993020833333333,1601360.98500004
126,46,1,-0.71,-9.79,0.0120833333333334,0.9878125,1605764.71000002
127,46,1,-1.17,-10.96,0,0.9878125,1611045.76499993
128,46,1,0.54,-10.42,0.00687500000000008,1,1615466.97499999
129,46,1,1.3,-9.12,0.00687500000000008,1,1620165.805
130,46,1,-0.77,-9.89,0.0120833333333334,0.998229166666667,1624519.60999996
131,46,1,-1.39,-11.28,0.0172916666666667,1,1628880.71499998
132,46,1,-0.65,-11.93,0.00687500000000008,0.9878125,1633550.71999994
133,46,1,3.64,-8.29,0.0172916666666667,0.998229166666667,1638093.60999998
134,46,1,0.52,-7.77,0,0.993020833333333,1642627.40500004
135,46,1,0.98,-6.79,0.0225,0.993020833333333,1647122.72999994
136,46,1,-3.19,-9.98,0.0172916666666667,0.993020833333333,1651619.985
137,46,2,-1.5,-11.48,0.5,0.5,1655883.73999996
138,46,0,3.32,-8.16,0.0120833333333334,1,1660711.44999994
139,46,0,-3.77,-11.93,0.0172916666666667,0.993020833333333,1665194.90999996
140,46,0,3.29,-8.64,0.0329166666666666,0.993020833333333,1670020.93500004
141,46,0,3.16,-5.48,0.0172916666666667,0.982604166666667,1674710.33999999
142,46,0,3.46,-2.02,0.288125,0.998229166666667,1680438.06499999
143,46,1,2.01,-0.00999999999999712,0.387083333333333,0.399270833333333,1685166.28999996
144,46,1,3.19,3.18,0.486041666666667,0.295104166666667,1689754.97999997
145,46,1,-3.27,-0.0899999999999972,0.194375,0.524270833333333,1694350.99499999
146,46,1,1.43,1.34,0.288125,0.513854166666667,1699060.56499993
147,46,1,0.52,1.86,0.199583333333333,0.498229166666666,1703354.27999997
148,46,1,3.47,5.33,0.61625,0.3940625,1708669.93999993
149,46,1,3.39,8.72,0.5,0.5,1712781.49999992
150,46,2,0.62,9.34,0.595416666666667,0.3003125,1717558.21499997
151,46,2,-2.81,6.53,0.506875,0.414895833333333,1722463.78500003
152,46,1,1.47,8,0.5,0.5,1727211.34000004
1,47,3,-0.71,2.29,0.414427083333333,0.526875,442393
2,47,0,3.06,5.35,0.7725,0.318541666666667,450900
3,47,3,3.42,8.77,0.915729166666667,0.214375,460694
4,47,3,0.92,9.69,0.941770833333333,0.0711458333333338,468440
5,47,3,-2.5,7.19,0.6553125,0.344583333333333,473929
6,47,3,-3.94,3.25,0.2646875,0.787291666666667,486216
7,47,0,0.78,4.03,0.512083333333333,0.461770833333334,493264
8,47,1,3.81,7.84,0.83109375,0.4096875,500907
9,47,2,-3.37,4.47,0.486041666666667,0.618020833333333,508820
10,47,3,-3.81,0.66,0.069375,0.943541666666667,516856
11,47,0,3.32,3.98,0.512083333333333,0.396666666666667,527982
12,47,1,3.65,7.63,0.759479166666667,0.35109375,536483
13,47,3,-3.1,4.53,0.6553125,0.539895833333333,549676
14,47,2,-3.37,1.16,0.212604166666667,0.9565625,556876
15,47,1,1.13,2.29,0.538125,0.500833333333334,563612
16,47,2,-3.82,-1.53,0.069375,0.943541666666667,570686
17,47,3,-3.19,-4.72,0.00427083333333342,0.982604166666667,577016
18,47,0,-0.77,-5.49,0.0238020833333334,0.969583333333333,583530
19,47,1,3.82,-1.67,0.40140625,0.683125,589122
20,47,2,-1.23,-2.9,0.681354166666667,0.7221875,594506
21,47,0,-3.45,-6.35,0.04984375,0.995625,599097
22,47,3,3.9,-2.45,0.446979166666667,0.982604166666667,604340
23,47,3,-0.84,-3.29,0.368854166666667,0.826354166666667,611569
24,47,0,-0.62,-3.91,0.212604166666667,0.852395833333333,617155
25,47,1,0.74,-3.17,0.251666666666667,0.76125,623316
26,47,2,3.77,0.599999999999999,0.603229166666667,0.735208333333333,630076
27,47,3,3.47,4.07,0.798541666666667,0.58546875,642409
28,47,3,-3.24,0.829999999999999,0.5771875,0.813333333333333,651150
29,47,2,3.21,4.04,0.850625,0.578958333333333,657011
30,47,0,1.07,5.11,0.700885416666667,0.46828125,663910
31,47,3,-0.84,4.27,0.700885416666667,0.754739583333333,674834
32,47,0,1.47,5.74,0.7334375,0.50734375,683009
33,47,0,4.26,10,0.837604166666667,0.31203125,692249
34,47,3,-3.35,6.65,0.759479166666667,0.6440625,697960
35,47,0,-0.43,6.22,0.759479166666667,0.715677083333333,703253
36,47,2,1.25,7.47,0.857135416666667,0.552916666666667,714074
37,47,1,1.51,8.98,0.844114583333333,0.344583333333333,721350
38,47,1,3.76,12.74,0.974322916666667,0.11671875,727939
39,47,1,0.55,13.29,0.902708333333333,0.129739583333334,735223
40,47,1,3.35,16.64,0.974322916666667,0.0060416666666669,740740
41,47,1,-1.05,15.59,0.837604166666667,0.266458333333334,746302
42,47,2,0.92,16.51,0.883177083333333,0.227395833333334,762102
43,47,3,-3.09,13.42,0.642291666666667,0.3315625,771692
44,47,3,-3.97,9.45,0.310260416666667,0.605,778749
45,47,1,1.05,10.5,0.642291666666667,0.455260416666667,784283
46,47,1,3.02,13.52,0.935260416666667,0.0971875000000004,789194
47,47,1,-3.83,9.69,0.505572916666667,0.689635416666667,794440
48,47,2,-1.19,8.5,0.473020833333333,0.709166666666667,802090
49,47,3,1.47,9.97,0.681354166666667,0.364114583333333,809055
50,47,0,0.94,10.91,0.837604166666667,0.266458333333334,815790
51,47,1,-3.89,7.02,0.4990625,0.631041666666667,821516
52,47,3,3.53,10.55,0.75296875,0.435729166666667,827726
53,47,0,3.62,14.17,0.876666666666667,0.168802083333334,833264
54,47,0,3.78,17.95,0.9678125,0.0581250000000003,838623
55,47,0,-3.4,14.55,0.681354166666667,0.455260416666667,844680
56,47,3,-3.69,10.86,0.394895833333333,0.683125,850456
57,47,1,-0.82,10.04,0.466510416666667,0.74171875,859810
58,47,0,0.69,10.73,0.538125,0.474791666666667,867000
59,47,2,3.17,13.9,0.538125,0.318541666666667,879839
60,47,2,-0.31,13.59,0.310260416666667,0.214375,902243
61,47,0,3.7,17.29,0.544635416666667,0.103697916666667,911558
62,47,0,0.66,17.95,0.603229166666667,0.084166666666667,917355
63,47,3,1.02,18.97,0.765989583333333,0.0646354166666669,923560
64,47,2,-3.22,15.75,0.505572916666667,0.285989583333334,929594
65,47,1,-3.01,12.74,0.433958333333333,0.552916666666667,936589
66,47,1,-3.92,8.82,0.381875,0.7221875,943102
67,47,0,-0.74,8.08,0.28421875,0.839375,949226
68,47,2,-3.77,4.31,0.1865625,0.910989583333333,955963
69,47,0,1.37,5.68,0.466510416666667,0.559427083333333,963150
70,47,3,-3.13,2.55,0.134479166666667,0.884947916666667,968180
71,47,2,-0.5,2.05,0.1084375,0.74171875,976459
72,47,0,-3.62,-1.57,0.0433333333333334,0.995625,982665
73,47,3,-1.23,-2.8,0.04984375,0.969583333333333,989708
74,47,0,3.61,0.810000000000002,0.55765625,0.539895833333333,1000485
75,47,1,-3.93,-3.12,0.0368229166666667,0.943541666666667,1005743
76,47,2,1.25,-1.87,0.466510416666667,0.774270833333333,1010636
77,47,2,-1.08,-2.95,0.238645833333333,0.839375,1016720
78,47,0,3.77,0.820000000000002,0.700885416666667,0.650572916666667,1022171
79,47,3,0.5,1.32,0.5771875,0.474791666666667,1029581
80,47,3,1.17,2.49,0.486041666666667,0.318541666666667,1045410
81,47,0,-0.76,1.73,0.24515625,0.442239583333334,1052371
82,47,1,1.15,2.88,0.531614583333333,0.442239583333334,1057908
83,47,0,-0.79,2.09,0.28421875,0.461770833333334,1063932
84,47,3,3.28,5.37,0.5771875,0.214375,1085610
85,47,2,1.33,6.7,0.505572916666667,0.240416666666667,1094051
86,47,3,-0.55,6.15,0.388385416666667,0.396666666666667,1102486
87,47,0,-3.91,2.24,0.36234375,0.631041666666667,1108389
88,47,1,0.72,2.96,0.381875,0.364114583333333,1115390
89,47,3,3.58,6.54,0.609739583333333,0.357604166666667,1120699
90,47,0,3.11,9.65,0.5771875,0.188333333333334,1129027
91,47,0,-3.04,6.61,0.407916666666667,0.455260416666667,1133975
92,47,3,1.38,7.99,0.5771875,0.370625,1140627
93,47,0,-1.24,6.75,0.388385416666667,0.299010416666667,1152453
94,47,2,3.93,10.68,0.4990625,0.214375,1157087
95,47,3,1.23,11.91,0.603229166666667,0.246927083333334,1162879
96,47,0,3.11,15.02,0.707395833333333,0.0971875000000004,1169406
97,47,0,0.89,15.91,0.7725,0.123229166666667,1176315
98,47,1,-0.67,15.24,0.648802083333333,0.2925,1185476
99,47,3,-3.88,11.36,0.544635416666667,0.325052083333334,1192875
100,47,0,-0.62,10.74,0.525104166666667,0.42921875,1199040
101,47,2,0.55,11.29,0.531614583333333,0.344583333333333,1204215
102,47,3,0.83,12.12,0.44046875,0.344583333333333,1209803
103,47,3,3.9,16.02,0.505572916666667,0.3315625,1217268
104,47,3,-3.97,12.05,0.466510416666667,0.416197916666667,1224819
105,47,0,-1.31,10.74,0.349322916666667,0.474791666666667,1234169
106,47,3,3.36,14.1,0.473020833333333,0.318541666666667,1239430
107,47,0,-0.94,13.16,0.368854166666667,0.520364583333333,1249083
108,47,1,-1.04,12.12,0.453489583333333,0.66359375,1255200
109,47,2,-1.02,11.1,0.368854166666667,0.676614583333333,1261429
110,47,3,-0.58,10.52,0.316770833333333,0.76125,1267684
111,47,0,0.55,11.07,0.44046875,0.533385416666667,1272774
112,47,1,-0.77,10.3,0.427447916666667,0.396666666666667,1286846
113,47,0,-0.71,9.59,0.3428125,0.513854166666667,1293769
114,47,1,-3.92,5.67,0.1865625,0.74171875,1299758
115,47,0,-3.38,2.29,0.160520833333333,0.657083333333333,1305642
116,47,3,-1.47,0.82,0.101927083333333,0.748229166666667,1310333
117,47,0,3.44,4.26,0.32328125,0.344583333333333,1320956
118,47,0,-2.67,1.59,0.238645833333333,0.611510416666667,1326460
119,47,3,-3.59,-2,0.121458333333333,0.683125,1333956
120,47,3,-1.41,-3.41,0.114947916666667,0.76125,1339149
121,47,1,-3.18,-6.59,0.0954166666666667,0.85890625,1343572
122,47,0,-1.42,-8.01,0.0758854166666667,0.963072916666667,1348529
123,47,2,3.04,-4.97,0.1865625,0.709166666666667,1354025
124,47,1,-3.2,-8.17,0.114947916666667,0.9565625,1359188
125,47,1,-0.91,-9.08,0.12796875,0.904479166666667,1363843
126,47,0,-0.71,-9.79,0.00427083333333342,0.982604166666667,1368706
127,47,0,-1.17,-10.96,0.0303125,0.982604166666667,1375000
128,47,2,0.54,-10.42,0.30375,0.865416666666667,1380147
129,47,1,1.3,-9.12,0.394895833333333,0.871927083333333,1384994
130,47,3,-0.77,-9.89,0.212604166666667,0.884947916666667,1389782
131,47,0,-1.39,-11.28,0.0433333333333334,0.891458333333333,1394720
132,47,1,-0.65,-11.93,0.0303125,0.943541666666667,1399525
133,47,2,3.64,-8.29,0.3428125,0.19484375,1406629
134,47,0,0.52,-7.77,0.668333333333333,0.66359375,1416042
135,47,0,0.98,-6.79,0.59671875,0.500833333333334,1422579
136,47,2,-3.19,-9.98,0.388385416666667,0.735208333333333,1431354
137,47,3,-1.5,-11.48,0.212604166666667,0.8784375,1436624
138,47,0,3.32,-8.16,0.349322916666667,0.676614583333333,1449001
139,47,2,-3.77,-11.93,0.238645833333333,0.74171875,1458429
140,47,0,3.29,-8.64,0.173541666666667,0.735208333333333,1467724
141,47,0,3.16,-5.48,0.4209375,0.520364583333333,1473806
142,47,0,3.46,-2.02,0.570677083333333,0.338072916666667,1480744
143,47,0,2.01,-0.00999999999999712,0.4209375,0.27296875,1490887
144,47,0,3.19,3.18,0.551145833333333,0.220885416666667,1498820
145,47,0,-3.27,-0.0899999999999972,0.30375,0.500833333333334,1505198
146,47,3,1.43,1.34,0.277708333333333,0.2925,1512094
147,47,0,0.52,1.86,0.277708333333333,0.3315625,1524932
148,47,2,3.47,5.33,0.297239583333333,0.259947916666667,1535694
149,47,3,3.39,8.72,0.473020833333333,0.214375,1542914
150,47,0,0.62,9.34,0.427447916666667,0.214375,1553365
151,47,0,-2.81,6.53,0.375364583333333,0.396666666666667,1559461
152,47,3,1.47,8,0.61625,0.338072916666667,1571183
1,48,1,-0.71,2.29,0.432222222222222,0.360486111111111,301695
2,48,2,3.06,5.35,0.966944444444444,0.138263888888889,307994.000000002
3,48,3,3.42,8.77,0.918333333333333,0.0549305555555554,315692.000000003
4,48,0,0.92,9.69,0.550277777777778,0.131319444444444,321543.000000002
5,48,2,-2.5,7.19,0.355833333333333,0.922986111111111,330431
6,48,1,-3.94,3.25,0.0572222222222223,0.971597222222222,338340
7,48,1,0.78,4.03,0.529444444444444,0.534097222222222,345111.000000001
8,48,2,3.81,7.84,0.925277777777778,0.0618750000000001,354696
9,48,1,-3.37,4.47,0.168333333333333,0.936875,360113.000000001
10,48,1,-3.81,0.66,0.0572222222222223,0.943819444444444,366381.000000001
11,48,0,3.32,3.98,0.946111111111111,0.256319444444444,373046.000000002
12,48,3,3.65,7.63,0.973888888888889,0.0757638888888888,380520
13,48,2,-3.1,4.53,0.362777777777778,0.971597222222222,386401.000000002
14,48,1,-3.37,1.16,0.265555555555556,0.943819444444444,392584.000000003
15,48,0,1.13,2.29,0.953055555555556,0.929930555555555,399116.000000002
16,48,0,-3.82,-1.53,0.161388888888889,0.839652777777778,404473.000000002
17,48,2,-3.19,-4.72,0.189166666666667,0.853541666666667,410360.000000001
18,48,2,-0.77,-5.49,0.161388888888889,0.853541666666667,415927
19,48,1,3.82,-1.67,0.946111111111111,0.0549305555555554,422447
20,48,1,-1.23,-2.9,0.557222222222222,0.846597222222222,428930
21,48,3,-3.45,-6.35,0.168333333333333,0.832708333333333,434798.000000003
22,48,1,3.9,-2.45,0.862777777777778,0.166041666666667,440938.000000002
23,48,1,-0.84,-3.29,0.369722222222222,0.756319444444444,446458.000000002
24,48,1,-0.62,-3.91,0.348888888888889,0.575763888888889,451555
25,48,2,0.74,-3.17,0.821111111111111,0.818819444444444,457214
26,48,1,3.77,0.599999999999999,0.876666666666667,0.145208333333333,463291.000000001
27,48,2,3.47,4.07,0.862777777777778,0.145208333333333,470577.000000001
28,48,1,-3.24,0.829999999999999,0.279444444444444,0.742430555555556,476237.000000001
29,48,2,3.21,4.04,0.862777777777778,0.228541666666667,482590
30,48,3,1.07,5.11,0.758611111111111,0.249375,487871.000000003
31,48,2,-0.84,4.27,0.453055555555556,0.763263888888889,492991.000000002
32,48,0,1.47,5.74,0.758611111111111,0.263263888888889,498532.000000003
33,48,3,4.26,10,0.925277777777778,0.047986111111111,504819
34,48,1,-3.35,6.65,0.2725,0.728541666666667,510249
35,48,2,-0.43,6.22,0.369722222222222,0.652152777777778,515358
36,48,1,1.25,7.47,0.744722222222222,0.249375,520695
37,48,2,1.51,8.98,0.758611111111111,0.221597222222222,525995.000000003
38,48,2,3.76,12.74,0.862777777777778,0.145208333333333,531870.000000003
39,48,1,0.55,13.29,0.661388888888889,0.367430555555556,568366.000000002
40,48,2,3.35,16.64,0.751666666666667,0.277152777777778,574196
41,48,3,-1.05,15.59,0.321111111111111,0.166041666666667,581816.000000003
42,48,1,0.92,16.51,0.758611111111111,0.346597222222222,588312.000000002
43,48,2,-3.09,13.42,0.279444444444444,0.652152777777778,594161
44,48,2,-3.97,9.45,0.0780555555555555,0.645208333333333,599285
45,48,1,1.05,10.5,0.869722222222222,0.853541666666667,604660
46,48,1,3.02,13.52,0.946111111111111,0.152152777777778,609823
47,48,2,-3.83,9.69,0.168333333333333,0.867430555555555,615164.000000001
48,48,3,-1.19,8.5,0.161388888888889,0.749375,620659
49,48,0,1.47,9.97,0.835,0.457708333333333,626509.000000002
50,48,1,0.94,10.91,0.807222222222222,0.318819444444444,641237.000000001
51,48,2,-3.89,7.02,0.119722222222222,0.624375,646364.000000001
52,48,1,3.53,10.55,0.855833333333333,0.249375,654455.000000002
53,48,1,3.62,14.17,0.96,0.047986111111111,659650.000000001
54,48,2,3.78,17.95,0.876666666666667,0.0618750000000001,665308.000000001
55,48,2,-3.4,14.55,0.168333333333333,0.853541666666667,671389.999999999
56,48,1,-3.69,10.86,0.244722222222222,0.867430555555555,676385.000000002
57,48,3,-0.82,10.04,0.265555555555556,0.742430555555556,682012.000000002
58,48,0,0.69,10.73,0.848888888888889,0.853541666666667,687382.000000001
59,48,1,3.17,13.9,0.855833333333333,0.138263888888889,692862.000000001
60,48,1,-0.31,13.59,0.265555555555556,0.659097222222222,697698
61,48,2,3.7,17.29,0.869722222222222,0.166041666666667,702882.000000001
62,48,1,0.66,17.95,0.883611111111111,0.256319444444444,709050.000000003
63,48,1,1.02,18.97,0.890555555555556,0.249375,714567.999999999
64,48,2,-3.22,15.75,0.161388888888889,0.450763888888889,720358
65,48,2,-3.01,12.74,0.140555555555556,0.846597222222222,726364.000000001
66,48,1,-3.92,8.82,0.161388888888889,0.853541666666667,732079.000000002
67,48,1,-0.74,8.08,0.348888888888889,0.742430555555556,737004.000000001
68,48,1,-3.77,4.31,0.0780555555555555,0.943819444444444,741775.000000001
69,48,0,1.37,5.68,0.765555555555556,0.242430555555556,746780.000000002
70,48,2,-3.13,2.55,0.0433333333333334,0.631319444444444,752138.000000003
71,48,3,-0.5,2.05,0.196111111111111,0.652152777777778,757821
72,48,1,-3.62,-1.57,0.161388888888889,0.763263888888889,766465
73,48,2,-1.23,-2.8,0.279444444444444,0.763263888888889,771609
74,48,2,3.61,0.810000000000002,0.862777777777778,0.172986111111111,777313.000000002
75,48,1,-3.93,-3.12,0.0711111111111111,0.922986111111111,782882.000000001
76,48,1,1.25,-1.87,0.529444444444444,0.547986111111111,788472.000000002
77,48,1,-1.08,-2.95,0.1475,0.832708333333333,794232
78,48,2,3.77,0.820000000000002,0.786388888888889,0.263263888888889,800686.000000002
79,48,1,0.5,1.32,0.765555555555556,0.450763888888889,805848.000000002
80,48,1,1.17,2.49,0.779444444444444,0.436875,811059.000000001
81,48,2,-0.76,1.73,0.2725,0.659097222222222,816727.000000003
82,48,1,1.15,2.88,0.6475,0.360486111111111,822830.000000002
83,48,1,-0.79,2.09,0.182222222222222,0.770208333333333,828937.000000002
84,48,1,3.28,5.37,0.876666666666667,0.152152777777778,834793.000000002
85,48,2,1.33,6.7,0.946111111111111,0.249375,840648.000000001
86,48,1,-0.55,6.15,0.279444444444444,0.666041666666667,846262.000000002
87,48,2,-3.91,2.24,0.0850000000000001,0.652152777777778,855476.000000002
88,48,2,0.72,2.96,0.946111111111111,0.541041666666667,861312.000000002
89,48,3,3.58,6.54,0.96,0.166041666666667,866567.999999999
90,48,2,3.11,9.65,0.96,0.138263888888889,871739.000000001
91,48,2,-3.04,6.61,0.161388888888889,0.659097222222222,877099.000000002
92,48,1,1.38,7.99,0.758611111111111,0.242430555555556,883160
93,48,2,-1.24,6.75,0.1475,0.652152777777778,888051
94,48,1,3.93,10.68,0.953055555555556,0.152152777777778,893583.000000002
95,48,1,1.23,11.91,0.876666666666667,0.152152777777778,899109
96,48,2,3.11,15.02,0.869722222222222,0.131319444444444,904185.000000001
97,48,2,0.89,15.91,0.841944444444444,0.145208333333333,909231
98,48,2,-0.67,15.24,0.1475,0.513263888888889,914756.000000001
99,48,3,-3.88,11.36,0.0502777777777778,0.839652777777778,920022.000000001
100,48,1,-0.62,10.74,0.140555555555556,0.554930555555555,925478.000000003
101,48,1,0.55,11.29,0.862777777777778,0.860486111111111,930715
102,48,1,0.83,12.12,0.841944444444444,0.839652777777778,936047.000000002
103,48,1,3.9,16.02,0.966944444444444,0.047986111111111,941166.000000001
104,48,2,-3.97,12.05,0.168333333333333,0.825763888888889,946376
105,48,1,-1.31,10.74,0.168333333333333,0.860486111111111,951756.000000001
106,48,0,3.36,14.1,0.848888888888889,0.159097222222222,957066.000000003
107,48,0,-0.94,13.16,0.2725,0.749375,962784
108,48,2,-1.04,12.12,0.154444444444444,0.624375,968916.000000001
109,48,3,-1.02,11.1,0.161388888888889,0.693819444444444,974442.000000003
110,48,1,-0.58,10.52,0.251666666666667,0.728541666666667,979671.000000002
111,48,1,0.55,11.07,0.841944444444444,0.832708333333333,984826.000000001
112,48,2,-0.77,10.3,0.182222222222222,0.943819444444444,990216
113,48,3,-0.71,9.59,0.161388888888889,0.950763888888889,995349.000000002
114,48,1,-3.92,5.67,0.0850000000000001,0.957708333333333,1001023
115,48,2,-3.38,2.29,0.0780555555555555,0.943819444444444,1007102
116,48,1,-1.47,0.82,0.0641666666666667,0.964652777777778,1013120
117,48,1,3.44,4.26,0.744722222222222,0.256319444444444,1018638
118,48,2,-2.67,1.59,0.0572222222222223,0.950763888888889,1024580
119,48,0,-3.59,-2,0.0780555555555555,0.922986111111111,1033372
120,48,1,-1.41,-3.41,0.265555555555556,0.728541666666667,1039035
121,48,1,-3.18,-6.59,0.1475,0.846597222222222,1044334
122,48,1,-1.42,-8.01,0.244722222222222,0.742430555555556,1049991
123,48,1,3.04,-4.97,0.737777777777778,0.436875,1056022
124,48,2,-3.2,-8.17,0.140555555555556,0.860486111111111,1061576
125,48,1,-0.91,-9.08,0.251666666666667,0.777152777777778,1066989
126,48,2,-0.71,-9.79,0.251666666666667,0.763263888888889,1073103
127,48,1,-1.17,-10.96,0.175277777777778,0.756319444444444,1078550
128,48,2,0.54,-10.42,0.932222222222222,0.929930555555555,1083987
129,48,3,1.3,-9.12,0.96,0.547986111111111,1089357
130,48,2,-0.77,-9.89,0.140555555555556,0.631319444444444,1095466
131,48,2,-1.39,-11.28,0.1475,0.735486111111111,1100852
132,48,1,-0.65,-11.93,0.161388888888889,0.763263888888889,1106549
133,48,1,3.64,-8.29,0.758611111111111,0.235486111111111,1112078
134,48,2,0.52,-7.77,0.869722222222222,0.346597222222222,1117556
135,48,2,0.98,-6.79,0.862777777777778,0.443819444444444,1122917
136,48,3,-3.19,-9.98,0.168333333333333,0.839652777777778,1128169
137,48,0,-1.5,-11.48,0.251666666666667,0.735486111111111,1134749
138,48,1,3.32,-8.16,0.758611111111111,0.249375,1140425
139,48,2,-3.77,-11.93,0.175277777777778,0.846597222222222,1151525
140,48,1,3.29,-8.64,0.876666666666667,0.249375,1168836
141,48,1,3.16,-5.48,0.862777777777778,0.138263888888889,1174692
142,48,2,3.46,-2.02,0.96,0.047986111111111,1180154
143,48,2,2.01,-0.00999999999999712,0.973888888888889,0.145208333333333,1185778
144,48,3,3.19,3.18,0.966944444444444,0.0410416666666667,1191904
145,48,0,-3.27,-0.0899999999999972,0.182222222222222,0.742430555555556,1197068
146,48,1,1.43,1.34,0.848888888888889,0.249375,1202234
147,48,1,0.52,1.86,0.855833333333333,0.249375,1207730
148,48,2,3.47,5.33,0.980833333333333,0.047986111111111,1213429
149,48,3,3.39,8.72,0.980833333333333,0.0410416666666667,1220532
150,48,2,0.62,9.34,0.973888888888889,0.152152777777778,1226175
151,48,1,-2.81,6.53,0.140555555555556,0.645208333333333,1231917
152,48,0,1.47,8,0.876666666666667,0.242430555555556,1237331
1,49,3,-0.71,2.29,0.298945827232797,0.153528550512445,458134
2,49,2,3.06,5.35,0.774787701317716,0.153528550512445,467629
3,49,0,3.42,8.77,0.80407027818448,0.212093704245974,476748
4,49,3,0.92,9.69,0.840673499267936,0.131566617862372,484180
5,49,0,-2.5,7.19,0.66497803806735,0.439033674963397,494889
6,49,1,-3.94,3.25,0.159853587115666,0.768462664714495,501510
7,49,3,0.78,4.03,0.18913616398243,0.11692532942899,512949
8,49,2,3.81,7.84,0.672298682284041,0.138887262079063,518479
9,49,2,-3.37,4.47,0.159853587115666,0.746500732064422,525421
10,49,3,-3.81,0.66,0.108609077598829,0.856310395314788,532800
11,49,0,3.32,3.98,0.628374816983895,0.241376281112738,541012
12,49,2,3.65,7.63,0.745505124450952,0.190131771595901,549381
13,49,3,-3.1,4.53,0.123250366032211,0.702576866764276,565008
14,49,3,-3.37,1.16,0.0573645680819912,0.988081991215227,573224
15,49,0,1.13,2.29,0.159853587115666,0.153528550512445,579912
16,49,1,-3.82,-1.53,0.0134407027818448,0.988081991215227,591840
17,49,2,-3.19,-4.72,0.0207613469985359,0.980761346998536,601444
18,49,1,-0.77,-5.49,0.0134407027818448,0.995402635431918,610961
19,49,3,3.82,-1.67,0.00612005856515371,0.717218155197658,622260
20,49,0,-1.23,-2.9,0.0207613469985359,0.995402635431918,630605
21,49,2,-3.45,-6.35,0.0134407027818448,0.973440702781845,640949
22,49,2,3.9,-2.45,0.035402635431918,0.80506588579795,648719
23,49,1,-0.84,-3.29,0.0207613469985359,0.988081991215227,657779
24,49,1,-0.62,-3.91,0.00612005856515371,0.980761346998536,665810
25,49,3,0.74,-3.17,0.035402635431918,0.922196193265008,673665
26,49,0,3.77,0.599999999999999,0.0207613469985359,0.702576866764276,684566
27,49,0,3.47,4.07,0.481961932650073,0.329224011713031,707461
28,49,1,-3.24,0.829999999999999,0.0280819912152269,0.834348462664715,715448
29,49,1,3.21,4.04,0.52588579795022,0.234055636896047,725245
30,49,2,1.07,5.11,0.708901903367496,0.175490483162519,733764
31,49,3,-0.84,4.27,0.225739385065886,0.190131771595901,743997
32,49,3,1.47,5.74,0.452679355783309,0.168169838945828,752967
33,49,2,4.26,10,0.928521229868228,0.197452415812592,767973
34,49,1,-3.35,6.65,0.196456808199122,0.439033674963397,778934
35,49,0,-0.43,6.22,0.0793265007320644,0.680614934114202,785926
36,49,0,1.25,7.47,0.635695461200586,0.11692532942899,793421
37,49,1,1.51,8.98,0.723543191800878,0.160849194729136,802610
38,49,2,3.76,12.74,1,0.0583601756954615,811469
39,49,3,0.55,13.29,1,0.0363982430453883,818824
40,49,0,3.35,16.64,0.994407027818448,0,826347
41,49,1,-1.05,15.59,0.891918008784773,0.146207906295754,834921
42,49,1,0.92,16.51,0.899238653001464,0.11692532942899,841723
43,49,2,-3.09,13.42,0.650336749633968,0.277979502196194,851226
44,49,2,-3.97,9.45,0.159853587115666,0.556163982430454,858591
45,49,2,1.05,10.5,0.379472913616398,0.190131771595901,865969
46,49,3,3.02,13.52,0.862635431918009,0.102284040995608,874140
47,49,2,-3.83,9.69,0.233060029282577,0.270658857979502,882212
48,49,2,-1.19,8.5,0.233060029282577,0.263338213762811,888129
49,49,2,1.47,9.97,0.496603221083455,0.204773060029283,893795
50,49,3,0.94,10.91,0.591771595900439,0.197452415812592,899705
51,49,0,-3.89,7.02,0.218418740849195,0.687935578330893,910022
52,49,1,3.53,10.55,0.73086383601757,0.18281112737921,916856
53,49,3,3.62,14.17,0.957803806734993,0.102284040995608,924276
54,49,2,3.78,17.95,1,0.014436310395315,932673
55,49,1,-3.4,14.55,0.657657393850659,0.307262079062958,942445
56,49,1,-3.69,10.86,0.291625183016105,0.709897510980967,948094
57,49,3,-0.82,10.04,0.159853587115666,0.790424597364568,953874
58,49,0,0.69,10.73,0.291625183016105,0.439033674963397,960471
