TrialNumber,Ppn,DoorClicked,Won,TotalAmount,PAscore,NAscore,Time_msec
46,113,3,3.02,13.52,0.869722222222222,0.047986111111111,681554
47,113,0,-3.83,9.69,0.598888888888889,0.0410416666666667,686408
48,113,3,-1.19,8.5,0.668333333333333,0.228541666666667,691829
49,113,1,1.47,9.97,0.751666666666667,0.0549305555555554,697072
50,113,2,0.94,10.91,0.737777777777778,0.0688194444444444,701936
51,113,1,-3.89,7.02,0.793333333333333,0.263263888888889,708281
52,113,3,3.53,10.55,0.876666666666667,0.0410416666666667,713914
53,113,0,3.62,14.17,0.953055555555556,0.0549305555555554,719402
54,113,2,3.78,17.95,0.953055555555556,0.047986111111111,724291
55,113,1,-3.4,14.55,0.751666666666667,0.235486111111111,732468
56,113,3,-3.69,10.86,0.953055555555556,0.596597222222222,740006
57,113,1,-0.82,10.04,0.96,0.645208333333333,745092
58,113,0,0.69,10.73,0.966944444444444,0.416041666666667,750678
59,113,2,3.17,13.9,0.953055555555556,0.179930555555556,757136
60,113,2,-0.31,13.59,0.953055555555556,0.353541666666667,763798
61,113,1,3.7,17.29,0.980833333333333,0.0896527777777778,773949
62,113,2,0.66,17.95,0.939166666666667,0.131319444444444,780864
63,113,1,1.02,18.97,0.939166666666667,0.200763888888889,787912
64,113,2,-3.22,15.75,0.966944444444444,0.464652777777778,795675
65,113,3,-3.01,12.74,0.946111111111111,0.735486111111111,813719
66,113,1,-3.92,8.82,0.96,0.707708333333333,819711
67,113,3,-0.74,8.08,0.737777777777778,0.693819444444444,827309
68,113,1,-3.77,4.31,0.0363888888888889,0.839652777777778,833235
69,113,2,1.37,5.68,0.432222222222222,0.811875,839356
70,113,3,-3.13,2.55,0.0711111111111111,0.846597222222222,845844
71,113,0,-0.5,2.05,0.286388888888889,0.846597222222222,851877
72,113,1,-3.62,-1.57,0.0433333333333334,0.950763888888889,857010
73,113,2,-1.23,-2.8,0.0572222222222223,0.936875,862777
74,113,1,3.61,0.810000000000002,0.966944444444444,0.971597222222222,868120
75,113,0,-3.93,-3.12,0.0502777777777778,0.943819444444444,873436
76,113,2,1.25,-1.87,0.480833333333333,0.936875,878671
77,113,1,-1.08,-2.95,0.0641666666666667,0.950763888888889,883984
78,113,3,3.77,0.820000000000002,0.96,0.922986111111111,888572
79,113,1,0.5,1.32,0.946111111111111,0.943819444444444,894582
80,113,0,1.17,2.49,0.96,0.742430555555556,899850
81,113,2,-0.76,1.73,0.966944444444444,0.728541666666667,905426
82,113,3,1.15,2.88,0.953055555555556,0.631319444444444,916590
83,113,2,-0.79,2.09,0.973888888888889,0.638263888888889,921864
84,113,0,3.28,5.37,0.96,0.520208333333333,926741
85,113,1,1.33,6.7,0.946111111111111,0.513263888888889,932084
86,113,3,-0.55,6.15,0.966944444444444,0.541041666666667,937115
87,113,1,-3.91,2.24,0.571111111111111,0.652152777777778,943044
88,113,0,0.72,2.96,0.696111111111111,0.672986111111111,947563
89,113,3,3.58,6.54,0.980833333333333,0.395208333333333,952676
90,113,2,3.11,9.65,0.966944444444444,0.0688194444444444,959576
91,113,3,-3.04,6.61,0.96,0.436875,964646
92,113,1,1.38,7.99,0.953055555555556,0.152152777777778,970299
93,113,0,-1.24,6.75,0.973888888888889,0.582708333333333,975913
94,113,1,3.93,10.68,0.973888888888889,0.103541666666667,983332
95,113,2,1.23,11.91,0.96,0.249375,990898
96,113,1,3.11,15.02,0.973888888888889,0.0271527777777777,997392
97,113,3,0.89,15.91,0.946111111111111,0.047986111111111,1006018
98,113,1,-0.67,15.24,0.973888888888889,0.138263888888889,1010815
99,113,2,-3.88,11.36,0.973888888888889,0.624375,1016738
100,113,0,-0.62,10.74,0.946111111111111,0.645208333333333,1022811
101,113,1,0.55,11.29,0.953055555555556,0.416041666666667,1028424
102,113,2,0.83,12.12,0.953055555555556,0.346597222222222,1036138
103,113,1,3.9,16.02,0.966944444444444,0.0896527777777778,1042213
104,113,2,-3.97,12.05,0.953055555555556,0.943819444444444,1048118
105,113,1,-1.31,10.74,0.369722222222222,0.936875,1054476
106,113,3,3.36,14.1,0.953055555555556,0.804930555555555,1059390
107,113,0,-0.94,13.16,0.980833333333333,0.950763888888889,1065336
108,113,2,-1.04,12.12,0.307222222222222,0.936875,1070165
109,113,1,-1.02,11.1,0.0919444444444445,0.929930555555555,1074723
110,113,3,-0.58,10.52,0.0711111111111111,0.929930555555555,1079601
111,113,0,0.55,11.07,0.376666666666667,0.929930555555555,1086030
112,113,2,-0.77,10.3,0.279444444444444,0.943819444444444,1091103
113,113,1,-0.71,9.59,0.161388888888889,0.943819444444444,1096690
114,113,3,-3.92,5.67,0.0502777777777778,0.943819444444444,1103629
115,113,1,-3.38,2.29,0.0502777777777778,0.943819444444444,1109233
116,113,2,-1.47,0.82,0.0572222222222223,0.943819444444444,1116927
117,113,3,3.44,4.26,0.953055555555556,0.957708333333333,1122736
118,113,1,-2.67,1.59,0.300277777777778,0.957708333333333,1129031
119,113,2,-3.59,-2,0.0641666666666667,0.964652777777778,1134156
120,113,0,-1.41,-3.41,0.0502777777777778,0.957708333333333,1139985
121,113,2,-3.18,-6.59,0.0572222222222223,0.929930555555555,1145416
122,113,3,-1.42,-8.01,0.0850000000000001,0.943819444444444,1150995
123,113,1,3.04,-4.97,0.661388888888889,0.964652777777778,1157191
124,113,2,-3.2,-8.17,0.0502777777777778,0.943819444444444,1162025
125,113,1,-0.91,-9.08,0.0363888888888889,0.929930555555555,1167215
126,113,0,-0.71,-9.79,0.0502777777777778,0.950763888888889,1172275
127,113,3,-1.17,-10.96,0.0850000000000001,0.950763888888889,1178462
128,113,2,0.54,-10.42,0.335,0.943819444444444,1183643
129,113,1,1.3,-9.12,0.640555555555556,0.929930555555555,1189320
130,113,3,-0.77,-9.89,0.529444444444444,0.957708333333333,1194848
131,113,0,-1.39,-11.28,0.0641666666666667,0.950763888888889,1199735
132,113,2,-0.65,-11.93,0.0641666666666667,0.922986111111111,1205346
133,113,1,3.64,-8.29,0.529444444444444,0.943819444444444,1210615
134,113,2,0.52,-7.77,0.0502777777777778,0.707708333333333,1218894
135,113,1,0.98,-6.79,0.0780555555555555,0.561875,1224718
136,113,2,-3.19,-9.98,0.0572222222222223,0.860486111111111,1230316
137,113,0,-1.5,-11.48,0.0363888888888889,0.971597222222222,1237400
138,113,2,3.32,-8.16,0.0572222222222223,0.624375,1243739
139,113,3,-3.77,-11.93,0.0572222222222223,0.950763888888889,1252593
140,113,2,3.29,-8.64,0.0502777777777778,0.624375,1260555
141,113,3,3.16,-5.48,0.0502777777777778,0.756319444444444,1267082
142,113,0,3.46,-2.02,0.779444444444444,0.853541666666667,1274403
143,113,1,2.01,-0.00999999999999712,0.848888888888889,0.853541666666667,1280096
144,113,2,3.19,3.18,0.973888888888889,0.936875,1285240
145,113,1,-3.27,-0.0899999999999972,0.0641666666666667,0.0549305555555554,1292251
146,113,3,1.43,1.34,0.230833333333333,0.0549305555555554,1297593
147,113,1,0.52,1.86,0.973888888888889,0.929930555555555,1303878
148,113,0,3.47,5.33,0.980833333333333,0.596597222222222,1308746
149,113,2,3.39,8.72,0.96,0.325763888888889,1315251
150,113,3,0.62,9.34,0.96,0.360486111111111,1320402
151,113,1,-2.81,6.53,0.953055555555556,0.707708333333333,1325555
152,113,2,1.47,8,0.973888888888889,0.339652777777778,1331532
1,114,3,-0.71,2.29,0.30375,0.5034375,317731
2,114,2,3.06,5.35,0.69046875,0.3628125,324019
3,114,0,3.42,8.77,0.81546875,0.28859375,329483
4,114,2,0.92,9.69,0.82328125,0.32375,335454
5,114,1,-2.5,7.19,0.631875,0.5346875,341278
6,114,2,-3.94,3.25,0.3115625,0.683125,346314
7,114,2,0.78,4.03,0.39359375,0.63234375,351709
8,114,1,3.81,7.84,0.7725,0.3159375,356718
9,114,1,-3.37,4.47,0.23734375,0.714375,362277
10,114,1,-3.81,0.66,0.09671875,0.87453125,366705
11,114,1,3.32,3.98,0.42484375,0.64796875,372618
12,114,2,3.65,7.63,0.5771875,0.5190625,377204
13,114,2,-3.1,4.53,0.3115625,0.68703125,381886
14,114,2,-3.37,1.16,0.0928125,0.58546875,387333
15,114,2,1.13,2.29,0.29984375,0.5034375,391971
16,114,2,-3.82,-1.53,0.14359375,0.8159375,399367
17,114,1,-3.19,-4.72,0.08109375,0.92921875,404506
18,114,2,-0.77,-5.49,0.19828125,0.84328125,453072
19,114,2,3.82,-1.67,0.28421875,0.7925,458140
20,114,2,-1.23,-2.9,0,0.7065625,465509
21,114,1,-3.45,-6.35,0,0.808125,470731
22,114,1,3.9,-2.45,0.19046875,0.67921875,477790
23,114,1,-0.84,-3.29,0.08890625,0.81984375,509356
24,114,1,-0.62,-3.91,0,0.85109375,514894
25,114,1,0.74,-3.17,0.194375,0.714375,520419
26,114,1,3.77,0.599999999999999,0.2959375,0.5190625,525914
27,114,1,3.47,4.07,0.38578125,0.41359375,530783
28,114,1,-3.24,0.829999999999999,0.19828125,0.76515625,536053
29,114,1,3.21,4.04,0.38578125,0.60890625,541229
30,114,3,1.07,5.11,0.381875,0.5190625,552943
31,114,3,-0.84,4.27,0.14359375,0.67921875,559664
32,114,2,1.47,5.74,0.2959375,0.62453125,564375
33,114,1,4.26,10,0.51078125,0.31984375,575777
34,114,1,-3.35,6.65,0.3896875,0.651875,583166
35,114,1,-0.43,6.22,0.25296875,0.6440625,588640
36,114,1,1.25,7.47,0.4053125,0.42921875,593533
37,114,1,1.51,8.98,0.54203125,0.4253125,598891
38,114,1,3.76,12.74,0.6865625,0.308125,643097
39,114,1,0.55,13.29,0.694375,0.22609375,647678
40,114,1,3.35,16.64,0.77640625,0.17921875,652482
41,114,1,-1.05,15.59,0.7178125,0.3628125,657253
42,114,1,0.92,16.51,0.7959375,0.3159375,662191
43,114,1,-3.09,13.42,0.6240625,0.48390625,666995
44,114,1,-3.97,9.45,0.22171875,0.4175,675798
45,114,1,1.05,10.5,0.42875,0.4253125,683326
46,114,1,3.02,13.52,0.71390625,0.41359375,687993
47,114,1,-3.83,9.69,0.33890625,0.42140625,692415
48,114,1,-1.19,8.5,0.20609375,0.49171875,697448
49,114,1,1.47,9.97,0.37015625,0.41359375,701599
50,114,1,0.94,10.91,0.4990625,0.38625,706995
51,114,1,-3.89,7.02,0.29203125,0.6909375,711829
52,114,1,3.53,10.55,0.58890625,0.32765625,716234
53,114,0,3.62,14.17,0.78421875,0.21046875,721806
54,114,2,3.78,17.95,0.7803125,0.120625,726623
55,114,3,-3.4,14.55,0.58890625,0.30421875,732931
56,114,3,-3.69,10.86,0.2646875,0.605,737329
57,114,3,-0.82,10.04,0.21390625,0.54640625,744639
58,114,3,0.69,10.73,0.288125,0.558125,748963
59,114,2,3.17,13.9,0.475625,0.32375,753494
60,114,1,-0.31,13.59,0.48734375,0.464375,757976
61,114,0,3.7,17.29,0.585,0.21828125,763377
62,114,3,0.66,17.95,0.7959375,0.51125,769965
63,114,2,1.02,18.97,0.7803125,0.526875,774455
64,114,1,-3.22,15.75,0.6240625,0.51515625,778844
65,114,0,-3.01,12.74,0.3975,0.51515625,783518
66,114,1,-3.92,8.82,0.2021875,0.63625,788131
67,114,2,-0.74,8.08,0.08109375,0.71828125,792428
68,114,3,-3.77,4.31,0.10453125,0.71046875,796968
69,114,0,1.37,5.68,0.2021875,0.6128125,801544
70,114,0,-3.13,2.55,0.100625,0.60109375,806430
71,114,2,-0.5,2.05,0.17875,0.6284375,810701
72,114,1,-3.62,-1.57,0.00296875000000002,0.9253125,816329
73,114,1,-1.23,-2.8,0.00296875000000002,0.96046875,824258
74,114,3,3.61,0.810000000000002,0.2178125,0.73390625,830676
75,114,3,-3.93,-3.12,0.01078125,0.8159375,835969
76,114,2,1.25,-1.87,0.194375,0.7065625,840304
77,114,1,-1.08,-2.95,0.100625,0.839375,844485
78,114,0,3.77,0.820000000000002,0.319375,0.68703125,849154
79,114,1,0.5,1.32,0.23734375,0.63625,884093
80,114,2,1.17,2.49,0.4834375,0.53859375,892387
81,114,2,-0.76,1.73,0.49125,0.5190625,900241
82,114,3,1.15,2.88,0.506875,0.52296875,904760
83,114,1,-0.79,2.09,0.475625,0.51515625,909236
84,114,1,3.28,5.37,0.50296875,0.44875,915154
85,114,2,1.33,6.7,0.55375,0.40578125,919320
86,114,2,-0.55,6.15,0.50296875,0.5034375,924014
87,114,1,-3.91,2.24,0.4990625,0.5190625,928461
88,114,1,0.72,2.96,0.538125,0.4565625,932482
89,114,1,3.58,6.54,0.54203125,0.4409375,936611
90,114,1,3.11,9.65,0.5146875,0.47609375,941005
91,114,1,-3.04,6.61,0.46390625,0.558125,945563
92,114,1,1.38,7.99,0.49125,0.51125,968389
93,114,1,-1.24,6.75,0.5,0.5,972586
94,114,0,3.93,10.68,0.50296875,0.44875,978421
95,114,2,1.23,11.91,0.54203125,0.4565625,982610
96,114,1,3.11,15.02,0.5771875,0.4175,987034
97,114,3,0.89,15.91,0.55375,0.45265625,991232
98,114,0,-0.67,15.24,0.4521875,0.5190625,995494
99,114,3,-3.88,11.36,0.506875,0.51515625,999646
100,114,2,-0.62,10.74,0.475625,0.51515625,1004297
101,114,1,0.55,11.29,0.5,0.5,1008158
102,114,0,0.83,12.12,0.5,0.5,1012554
103,114,2,3.9,16.02,0.60453125,0.3628125,1017740
104,114,3,-3.97,12.05,0.4834375,0.53859375,1022157
105,114,1,-1.31,10.74,0.4209375,0.60109375,1026370
106,114,2,3.36,14.1,0.55765625,0.3471875,1030484
107,114,1,-0.94,13.16,0.444375,0.589375,1035298
108,114,0,-1.04,12.12,0.47953125,0.5815625,1039347
109,114,1,-1.02,11.1,0.46,0.56984375,1043707
110,114,2,-0.58,10.52,0.5,0.5,1047658
111,114,1,0.55,11.07,0.4990625,0.495625,1051846
112,114,0,-0.77,10.3,0.5,0.5,1055615
113,114,2,-0.71,9.59,0.44046875,0.53078125,1059521
114,114,1,-3.92,5.67,0.40921875,0.6284375,1063632
115,114,3,-3.38,2.29,0.5,0.5,1067477
116,114,1,-1.47,0.82,0.29203125,0.714375,1071605
117,114,2,3.44,4.26,0.44046875,0.58546875,1075623
118,114,1,-2.67,1.59,0.5,0.5,1079544
119,114,2,-3.59,-2,0.5,0.5,1083349
120,114,1,-1.41,-3.41,0.335,0.7378125,1087190
121,114,2,-3.18,-6.59,0.20609375,0.7065625,1092094
122,114,2,-1.42,-8.01,0.47953125,0.50734375,1096810
123,114,1,3.04,-4.97,0.3740625,0.63625,1103243
124,114,1,-3.2,-8.17,0.41703125,0.57375,1107936
125,114,2,-0.91,-9.08,0.0654687500000001,0.7221875,1112828
126,114,2,-0.71,-9.79,0.0225,0.68703125,1117493
127,114,1,-1.17,-10.96,0.0146875,0.76515625,1124093
128,114,1,0.54,-10.42,0.01859375,0.7378125,1129230
129,114,0,1.3,-9.12,0.10453125,0.68703125,1135406
130,114,3,-0.77,-9.89,0.100625,0.76515625,1140845
131,114,0,-1.39,-11.28,0.0615625,0.77296875,1145474
132,114,2,-0.65,-11.93,0.0225,0.76125,1151091
133,114,1,3.64,-8.29,0.17484375,0.69875,1155621
134,114,2,0.52,-7.77,0.28421875,0.6753125,1160068
135,114,1,0.98,-6.79,0.3584375,0.5659375,1166201
136,114,2,-3.19,-9.98,0.29203125,0.69875,1172606
137,114,2,-1.5,-11.48,0.1865625,0.78078125,1176990
138,114,1,3.32,-8.16,0.37796875,0.62453125,1190216
139,114,1,-3.77,-11.93,0.21390625,0.8003125,1194560
140,114,1,3.29,-8.64,0.335,0.7065625,1199917
141,114,1,3.16,-5.48,0.3975,0.651875,1204503
142,114,1,3.46,-2.02,0.43265625,0.56984375,1208842
143,114,1,2.01,-0.00999999999999712,0.381875,0.63625,1213880
144,114,1,3.19,3.18,0.444375,0.57765625,1218441
145,114,1,-3.27,-0.0899999999999972,0.381875,0.7378125,1223990
146,114,1,1.43,1.34,0.42875,0.55421875,1228198
147,114,1,0.52,1.86,0.49125,0.589375,1232746
148,114,1,3.47,5.33,0.5146875,0.43703125,1237525
149,114,1,3.39,8.72,0.6240625,0.41359375,1242082
150,114,1,0.62,9.34,0.663125,0.4096875,1246780
151,114,1,-2.81,6.53,0.49515625,0.53859375,1251329
152,114,1,1.47,8,0.4678125,0.495625,1255660
1,115,3,-0.71,2.29,0.126666666666667,0.6440625,864576
2,115,3,3.06,5.35,0.939166666666667,0.1440625,869424
3,115,3,3.42,8.77,0.949583333333333,0.0451041666666665,874777
4,115,3,0.92,9.69,0.637083333333333,0.0607291666666666,879679
5,115,3,-2.5,7.19,0.0954166666666667,0.373229166666666,895736
6,115,3,-3.94,3.25,0.194375,0.8940625,901039
7,115,3,0.78,4.03,0.840208333333333,0.185729166666667,906176
8,115,3,3.81,7.84,0.923541666666667,0.0659375,910663
9,115,3,-3.37,4.47,0.0172916666666667,0.576354166666667,915320
10,115,0,-3.81,0.66,0.069375,0.951354166666667,922039
11,115,1,3.32,3.98,0.918333333333333,0.0711458333333332,926583
12,115,2,3.65,7.63,0.876666666666667,0.1909375,931559
13,115,3,-3.1,4.53,0.0641666666666667,0.9096875,936783
14,115,0,-3.37,1.16,0.11625,0.946145833333333,941479
15,115,1,1.13,2.29,0.704791666666667,0.102395833333333,946127
16,115,2,-3.82,-1.53,0.100625,0.951354166666667,950639
17,115,3,-3.19,-4.72,0.0329166666666666,0.966979166666667,955703
18,115,0,-0.77,-5.49,0.173541666666667,0.685729166666667,960759
19,115,1,3.82,-1.67,0.730833333333333,0.00864583333333321,965327
20,115,1,-1.23,-2.9,0.069375,0.649270833333333,970023
21,115,2,-3.45,-6.35,0.05375,0.9721875,974687
22,115,3,3.9,-2.45,0.944375,0.0607291666666666,979903
23,115,3,-0.84,-3.29,0.111041666666667,0.5971875,985215
24,115,0,-0.62,-3.91,0.0589583333333334,0.7065625,989943
25,115,1,0.74,-3.17,0.736041666666667,0.0815624999999998,994631
26,115,2,3.77,0.599999999999999,0.913125,0.0711458333333332,998999
27,115,3,3.47,4.07,0.652708333333333,0.2065625,1004327
28,115,3,-3.24,0.829999999999999,0.183958333333333,0.8628125,1011863
29,115,1,3.21,4.04,0.881875,0.0503125,1016479
30,115,1,1.07,5.11,0.699583333333333,0.154479166666667,1020959
31,115,1,-0.84,4.27,0.131875,0.623229166666667,1025503
32,115,1,1.47,5.74,0.548541666666667,0.1440625,1029967
33,115,1,4.26,10,0.782916666666667,0.185729166666667,1034792
34,115,2,-3.35,6.65,0.111041666666667,0.914895833333333,1039262
35,115,1,-0.43,6.22,0.0329166666666666,0.560729166666667,1043495
36,115,1,1.25,7.47,0.527708333333333,0.0919791666666667,1048695
37,115,2,1.51,8.98,0.564166666666667,0.2846875,1053153
38,115,2,3.76,12.74,0.855833333333333,0.0659375,1060537
39,115,3,0.55,13.29,0.506875,0.149270833333333,1070097
40,115,2,3.35,16.64,0.923541666666667,0.0607291666666666,1074459
41,115,3,-1.05,15.59,0.069375,0.904479166666667,1079685
42,115,2,0.92,16.51,0.532916666666667,0.0242708333333333,1084538
43,115,2,-3.09,13.42,0.0954166666666667,0.9096875,1089841
44,115,2,-3.97,9.45,0.0850000000000001,0.9409375,1094400
45,115,3,1.05,10.5,0.814166666666667,0.0555208333333334,1099128
46,115,3,3.02,13.52,0.913125,0.0971874999999999,1104447
47,115,3,-3.83,9.69,0.137083333333333,0.946145833333333,1109719
48,115,3,-1.19,8.5,0.11625,0.6753125,1114737
49,115,3,1.47,9.97,0.798541666666667,0.0398958333333333,1119694
50,115,3,0.94,10.91,0.1475,0.841979166666667,1124697
51,115,3,-3.89,7.02,0.121458333333333,0.946145833333333,1129977
52,115,1,3.53,10.55,0.855833333333333,0.0711458333333332,1158795
53,115,1,3.62,14.17,0.913125,0.0555208333333334,1163251
54,115,1,3.78,17.95,0.902708333333333,0.0711458333333332,1167540
55,115,1,-3.4,14.55,0.069375,0.920104166666667,1172143
56,115,1,-3.69,10.86,0.0797916666666668,0.9253125,1177926
57,115,1,-0.82,10.04,0.0902083333333334,0.930520833333333,1182686
58,115,1,0.69,10.73,0.855833333333333,0.0607291666666666,1187733
59,115,1,3.17,13.9,0.913125,0.0867708333333333,1192529
60,115,1,-0.31,13.59,0.069375,0.930520833333333,1197338
61,115,2,3.7,17.29,0.861041666666667,0.133645833333333,1201717
62,115,1,0.66,17.95,0.512083333333333,0.102395833333333,1206485
63,115,1,1.02,18.97,0.61625,0.102395833333333,1211764
64,115,2,-3.22,15.75,0.0954166666666667,0.920104166666667,1216925
65,115,2,-3.01,12.74,0.0954166666666667,0.914895833333333,1223410
66,115,2,-3.92,8.82,0.131875,0.836770833333333,1228073
67,115,2,-0.74,8.08,0.0329166666666666,0.664895833333333,1233296
68,115,2,-3.77,4.31,0.069375,0.670104166666667,1240282
69,115,1,1.37,5.68,0.845416666666667,0.0555208333333334,1246094
70,115,2,-3.13,2.55,0.111041666666667,0.8940625,1253625
71,115,1,-0.5,2.05,0.0850000000000001,0.5346875,1257912
72,115,2,-3.62,-1.57,0.126666666666667,0.920104166666667,1262202
73,115,2,-1.23,-2.8,0.0797916666666668,0.711770833333333,1266571
74,115,2,3.61,0.810000000000002,0.907916666666667,0.118020833333333,1271504
75,115,2,-3.93,-3.12,0.183958333333333,0.821145833333333,1276173
76,115,2,1.25,-1.87,0.861041666666667,0.138854166666667,1282713
77,115,2,-1.08,-2.95,0.173541666666667,0.7846875,1287552
78,115,2,3.77,0.820000000000002,0.845416666666667,0.1284375,1291778
79,115,2,0.5,1.32,0.611041666666667,0.149270833333333,1295875
80,115,2,1.17,2.49,0.74125,0.102395833333333,1300230
81,115,2,-0.76,1.73,0.1475,0.852395833333333,1304894
82,115,2,1.15,2.88,0.71,0.107604166666667,1309603
83,115,2,-0.79,2.09,0.236041666666667,0.789895833333333,1314273
84,115,2,3.28,5.37,0.819375,0.1128125,1318437
85,115,2,1.33,6.7,0.631875,0.102395833333333,1322736
86,115,2,-0.55,6.15,0.152708333333333,0.758645833333333,1327108
87,115,2,-3.91,2.24,0.137083333333333,0.883645833333333,1331447
88,115,2,0.72,2.96,0.626666666666667,0.2065625,1335838
89,115,2,3.58,6.54,0.871458333333333,0.1128125,1340231
90,115,2,3.11,9.65,0.824583333333333,0.138854166666667,1344784
91,115,2,-3.04,6.61,0.0954166666666667,0.852395833333333,1349133
92,115,2,1.38,7.99,0.501666666666667,0.0919791666666667,1359697
93,115,2,-1.24,6.75,0.126666666666667,0.670104166666667,1363956
94,115,2,3.93,10.68,0.720416666666667,0.107604166666667,1368111
95,115,2,1.23,11.91,0.501666666666667,0.133645833333333,1372454
96,115,2,3.11,15.02,0.683958333333333,0.0607291666666666,1376839
97,115,2,0.89,15.91,0.689166666666667,0.0867708333333333,1381168
98,115,2,-0.67,15.24,0.407916666666667,0.170104166666667,1386112
99,115,2,-3.88,11.36,0.824583333333333,0.196145833333333,1390615
100,115,2,-0.62,10.74,0.335,0.4878125,1395130
101,115,2,0.55,11.29,0.704791666666667,0.216979166666667,1399436
102,115,2,0.83,12.12,0.564166666666667,0.102395833333333,1403646
103,115,2,3.9,16.02,0.96,0.123229166666667,1407996
104,115,2,-3.97,12.05,0.163125,0.883645833333333,1412266
105,115,2,-1.31,10.74,0.215208333333333,0.779479166666667,1417004
106,115,2,3.36,14.1,0.762083333333333,0.180520833333333,1421643
107,115,2,-0.94,13.16,0.121458333333333,0.7846875,1426278
108,115,2,-1.04,12.12,0.111041666666667,0.732604166666667,1430921
109,115,2,-1.02,11.1,0.637083333333333,0.555520833333333,1435282
110,115,2,-0.58,10.52,0.715208333333333,0.326354166666667,1439707
111,115,2,0.55,11.07,0.673541666666667,0.3003125,1444036
112,115,1,-0.77,10.3,0.350625,0.743020833333333,1448526
113,115,2,-0.71,9.59,0.345416666666667,0.524270833333333,1453442
114,115,2,-3.92,5.67,0.433958333333333,0.482604166666667,1458314
115,115,2,-3.38,2.29,0.335,0.873229166666667,1462822
116,115,2,-1.47,0.82,0.236041666666667,0.774270833333333,1467251
117,115,2,3.44,4.26,0.855833333333333,0.138854166666667,1471554
118,115,2,-2.67,1.59,0.5,0.5,1475349
119,115,2,-3.59,-2,0.5,0.5,1479163
120,115,2,-1.41,-3.41,0.5,0.5,1482921
121,115,2,-3.18,-6.59,0.126666666666667,0.836770833333333,1487161
122,115,2,-1.42,-8.01,0.5,0.5,1490845
123,115,2,3.04,-4.97,0.887083333333333,0.123229166666667,1495351
124,115,2,-3.2,-8.17,0.361041666666667,0.711770833333333,1499364
125,115,2,-0.91,-9.08,0.5,0.5,1503363
126,115,2,-0.71,-9.79,0.5,0.5,1507185
127,115,2,-1.17,-10.96,0.5,0.5,1510915
128,115,2,0.54,-10.42,0.5,0.5,1514841
129,115,2,1.3,-9.12,0.5,0.5,1519041
130,115,2,-0.77,-9.89,0.5,0.5,1523086
131,115,3,-1.39,-11.28,0.5,0.5,1527248
132,115,3,-0.65,-11.93,0.5,0.5,1531015
133,115,3,3.64,-8.29,0.5,0.5,1534852
134,115,3,0.52,-7.77,0.5,0.5,1538708
135,115,3,0.98,-6.79,0.376666666666667,0.498229166666666,1548476
136,115,2,-3.19,-9.98,0.5,0.5,1552546
137,115,2,-1.5,-11.48,0.5,0.5,1556310
138,115,2,3.32,-8.16,0.5,0.5,1562782
139,115,2,-3.77,-11.93,0.5,0.5,1566726
140,115,2,3.29,-8.64,0.5,0.5,1570415
141,115,2,3.16,-5.48,0.5,0.5,1574234
142,115,2,3.46,-2.02,0.5,0.5,1578057
143,115,2,2.01,-0.00999999999999712,0.5,0.5,1581769
144,115,2,3.19,3.18,0.5,0.5,1585789
145,115,2,-3.27,-0.0899999999999972,0.5,0.5,1589668
146,115,2,1.43,1.34,0.5,0.5,1593402
147,115,2,0.52,1.86,0.5,0.5,1601903
148,115,2,3.47,5.33,0.5,0.5,1605854
149,115,2,3.39,8.72,0.5,0.5,1609594
150,115,2,0.62,9.34,0.5,0.5,1613520
151,115,2,-2.81,6.53,0.5,0.5,1617837
152,115,2,1.47,8,0.5,0.5,1622257
1,116,0,-0.71,2.29,0.0919444444444445,0.103541666666667,624535
2,116,1,3.06,5.35,0.918333333333333,0.124375,632585
3,116,2,3.42,8.77,0.793333333333333,0.214652777777778,643955
4,116,2,0.92,9.69,0.814166666666667,0.186875,650004
5,116,2,-2.5,7.19,0.5225,0.471597222222222,656517
6,116,2,-3.94,3.25,0.21,0.791041666666667,666872
7,116,2,0.78,4.03,0.536388888888889,0.499375,673425
8,116,2,3.81,7.84,0.814166666666667,0.193819444444445,679275
9,116,2,-3.37,4.47,0.21,0.693819444444444,686159
10,116,2,-3.81,0.66,0.119722222222222,0.888263888888889,692301
11,116,2,3.32,3.98,0.515555555555556,0.492430555555556,697822
12,116,2,3.65,7.63,0.716944444444444,0.284097222222222,704578
13,116,2,-3.1,4.53,0.473888888888889,0.485486111111111,709640
14,116,2,-3.37,1.16,0.314166666666667,0.700763888888889,716074
15,116,2,1.13,2.29,0.432222222222222,0.561875,723007
16,116,2,-3.82,-1.53,0.0155555555555556,0.978541666666667,729822
17,116,2,-3.19,-4.72,0.00861111111111118,0.964652777777778,737033
18,116,2,-0.77,-5.49,0.0294444444444444,0.971597222222222,743346
19,116,2,3.82,-1.67,0.335,0.679930555555555,749077
20,116,2,-1.23,-2.9,0.21,0.853541666666667,754138
21,116,2,-3.45,-6.35,0.0502777777777778,0.978541666666667,760728
22,116,3,3.9,-2.45,0.321111111111111,0.679930555555555,766680
23,116,1,-0.84,-3.29,0.182222222222222,0.867430555555555,774068
24,116,2,-0.62,-3.91,0.0572222222222223,0.943819444444444,780286
25,116,2,0.74,-3.17,0.105833333333333,0.874375,788210
26,116,2,3.77,0.599999999999999,0.161388888888889,0.846597222222222,795265
27,116,2,3.47,4.07,0.293333333333333,0.735486111111111,801101
