"delta1","delta2","Psi11","Psi12","Psi21","Psi22","Theta1","Theta2","Participant","SSE","AIC","BIC","sigma2_est"
0.577972463408193,0.0251810256076888,-0.0026542997796205,0.0520236481675883,-0.0172604121761249,0.00424640433023716,-0.572736937100485,0.9176558398406,"101",22.3539401584544,-269.365444125975,-236.102758396666,0.158538582684074
0.534939338010181,0.401338169742228,-0.00294715912502732,0.00602790933864796,0.000836178500906714,-0.00446780774031617,0.0804162455469342,-0.265792714025227,"102",1.62579812196524,-667.758014396567,-634.495328667257,0.0115304831345052
0.205379119088776,0.107990053903351,0.0521438843048278,0.00536090862827413,-0.0483470812974394,-0.000937473186234841,0.318130350929261,0.746688413078866,"103",5.94311103777017,-470.730462688478,-437.467776959169,0.0421497236721289
0.278754561281194,0.149256323887719,0.0182465337802642,0.0340940564147829,-0.0468785098048465,-0.00714238158617471,-0.0121095192642674,0.756849176501718,"104",15.691942642598,-323.151438451294,-289.888752721985,0.111290373351759
0.462855175132879,0.500676247862218,0.11342691379896,0.00219576081961127,-0.102871964693642,-0.00414778010602697,0.0496947844577108,0.0201363483428487,"105",5.03204497901194,-496.024217559692,-462.761531830383,0.035688262262496
0.0928459714494757,0.271991887736009,0.0435182661239727,0.0138687583427592,-0.0588421011581058,-0.00448019321850506,0.317414194436128,0.6455716755307,"106",10.1590376670491,-389.238553750797,-355.975868021488,0.0720499125322629
0.251153843259166,0.392017182279966,0.0623553699078215,0.0239072411483352,-0.0439818432532113,-0.0103991457369704,0.134391483595338,0.474218375170301,"107",16.6935279488853,-313.746632525615,-280.483946796306,0.118393815240322
0.167567420629811,0.987948216402023,-0.00814460745605688,0.011474672006474,0.019611175385824,-0.0380562270581297,-0.851247240246425,-0.780652276670815,"108",8.48327303176966,-416.639194566933,-383.376508837624,0.0601650569629054
0.322370394227641,0.236786421424399,0.0417901721312864,0.0334478375248225,-0.0610627210110302,-0.0100679245339858,0.0108859323115555,0.615030679844653,"109",15.6565130986226,-323.495014735984,-290.232329006675,0.111039099990231
0.359090773223049,0.389425829612146,0.132284376554585,0.00222275147049211,-0.145770390874586,-0.000544135558203671,0.261802743918308,0.250585024241379,"110",12.6357717024086,-356.077003206427,-322.814317477118,0.0896154021447416
0.445260157488689,0.417378060928095,0.119024784062612,-0.000278963508140585,-0.132183511590826,-0.000631371001984654,0.120799270574105,0.106702780549067,"111",10.1010445875984,-390.108735030512,-356.846049301202,0.0716386140964428
0.11565551840958,0.538337290707409,0.0665094372980006,0.00227306122664074,-0.0234453955107853,-0.0333013255776357,0.622866854446988,-0.0135525274638159,"112",19.7915577722524,-287.871007479659,-254.60832175035,0.140365657959237
0.34315330425149,0.0916924940495407,0.0577015222373606,0.0240177949564216,-0.0513779144463814,-0.00148837155812285,0.242539671660812,0.836813169258421,"113",20.6344255165899,-281.531794137355,-248.269108408046,0.14634344338007
0.146620234987566,0.456244690046288,0.0323814933533243,0.0075053108205036,-0.0240134950010523,-0.00959050368660511,0.540241636455964,0.263359559316049,"114",3.88286516262652,-535.43069375412,-502.168008024811,0.0275380507987697
0.484637709477402,0.497111445601223,0.0878629828989948,0.000439993003334214,-0.091020194974474,-0.00418196674442951,-0.0522657243098695,-0.0429637093311605,"115",11.4564208743271,-370.970186291622,-337.707500562313,0.0812512118746603
0.196070836861631,0.840632508269999,0.0250775231324314,0.0243882275991679,-0.0141363151827644,-0.0294807685933275,0.120045114484327,-0.0686273533350815,"116",6.8886707569925,-448.288361447833,-415.025675718524,0.048855820971578
0.37188283140742,0.427478166925848,0.0968178757166465,0.00507856833679627,-0.100556257270384,-0.00531095909120948,0.214727175719012,0.192909111438136,"117",12.1774279175737,-361.693060928595,-328.430375199286,0.0863647370040687
0.209919299898039,0.368337244001799,0.0349695305624767,0.00616829713765793,-0.0548852809306556,-0.0101799362340835,0.408391741449046,0.442108923366322,"118",7.18200785291996,-441.949832807169,-408.68714707786,0.0509362259072337
0.125373482316453,0.868758144336004,0.0503666696012497,0.0120833915474751,-0.0124086875876293,-0.017877220150467,0.369777258962792,-0.0546708059647664,"119",4.96458277843068,-498.075791432103,-464.813105702794,0.0352098069392246
0.283901697743124,0.283916894816536,0.0776637095997348,0.0140145077741095,-0.0544729308197345,-0.00651336534108476,0.202997060516514,0.561033911979721,"120",12.3971099475933,-358.97540590966,-325.712720180351,0.0879227655857684
0.254464274454224,0.0414340456503944,0.0581844498503072,0.0228177397312106,-0.0550260056864528,-0.000197563392284028,0.142964940627223,0.896621537425895,"121",12.7256395755793,-354.999778146246,-321.737092416937,0.090252762947371
0.0543670827419955,0.994437939310318,0.0526197960886996,0.00191437269010377,-0.00399518289521019,-0.0311517463234318,0.838358536109511,-0.20036779821143,"122",5.45778505575612,-483.679297087481,-450.416611358172,0.0387076954308945
0.266142418201387,0.464490353700955,0.0330408509311804,0.0209911172978926,-0.0338603925785935,-0.0184092579296822,0.241008605770074,0.271069472858056,"123",4.36340870981495,-517.695297124295,-484.432611394986,0.0309461610625174
0.216626409028914,0.509842589704497,0.106336948131237,0.00874017003312439,-0.0909816301617259,-0.0134866135317295,0.305974560596709,0.310046059427533,"124",10.0907712781594,-390.263405930827,-357.000720201517,0.0715657537458113
0.157765900861438,0.156546183969577,0.0517129261703481,0.0113685390960992,-0.0644286991939046,-0.00736124246054712,0.477900666878805,0.723767021911475,"125",20.3386371238238,-283.72643685428,-250.46375112497,0.144245653360452
0.241964896805203,0.467665936098278,0.109276238636578,0.00292631372882298,-0.113300254666685,-0.00945696924593395,0.157058599970872,0.243130252820301,"126",13.7137024548371,-343.633721318288,-310.371035588979,0.0972603010981353
0.368443062843648,0.418387064881421,0.109952299791173,0.00052571702862564,-0.104796823557683,-0.0011807222518334,0.198504110586832,0.167834295132415,"127",11.5951826151057,-369.140201720492,-335.877515991183,0.0822353376957851
0.452752556527403,0.445366937457608,0.146334845970023,0.00396555282568719,-0.065463676145584,-0.00471130726422734,0.120818316731721,0.411445170269893,"128",8.14542122490093,-422.816533783495,-389.553848054186,0.0577689448574534
