"delta1","delta2","Psi11","Psi12","Psi21","Psi22","Theta1","Theta2","Participant","SSE","AIC","BIC","sigma2_est"
0.155533859955376,0.447415026310789,0.0312613660026672,0.00635677844225143,-0.0391056462690995,-0.012177389997713,0.566660360056639,0.303784586951044,"129",3.17227872020206,-566.1534135067,-532.890727777391,0.0224984306397309
0.24639345846822,0.585777716585707,0.0306607675138915,0.0196881104460942,-0.0210514546730777,-0.0106467049999016,0.176814299965567,0.24552511613228,"130",13.1854913661831,-349.604042070699,-316.34135634139,0.0935141231644192
0.427455929953161,0.129421538269957,0.120804579030901,0.000795345383396499,-0.0122566985087377,-0.000915641287406334,0.112588597649533,0.0819031796756794,"131",3.64891619099325,-544.876450360633,-511.613764631324,0.0258788382339947
0.230207490189518,0.203693093466865,0.0808452676498038,0.0108148627912012,-0.062381529362323,-0.00856331386260215,0.202974244926519,0.6704824117383,"132",15.2998829085129,-326.997372518363,-293.734686789053,0.108509807861794
0.340551924506927,0.62377970699602,0.0535974883048853,0.0182657258143043,-0.0410536227006207,-0.0168473595129706,0.216383017289841,0.0209127749933745,"133",32.1319721183759,-214.212403478986,-180.949717749677,0.22788632708068
0.14117838541612,0.565138432011135,0.0403209897895701,0.0109355971297837,-0.0264234898356054,-0.0169656716365985,0.620697291229132,0.229983366844536,"134",6.75536474623167,-451.258620270396,-417.995934541087,0.0479103882711466
0.461361773625905,0.514963990502624,0.128744758023021,0.000190178183425512,-0.12602235965973,-0.00136423125368759,0.0251557368581769,0.0102395370962882,"135",3.30437831037022,-559.952089995781,-526.689404266472,0.0234353071657462
0.0561856933250241,0.932827625736851,0.0358945852381355,0.00540132918578626,-0.0133161308255905,-0.00619530028832741,0.400887333111267,-0.0276751384161437,"136",13.9932068824693,-340.566896813901,-307.304211084592,0.0992426020033285
0.438973853384334,0.460695851907326,0.12761379795189,0.00434264259794151,-0.124732112151124,-0.00455683475036365,0.0834796101520421,0.101806941310349,"137",4.34944308490296,-518.182571980931,-484.919886251622,0.030847114077326
0.259869066646475,0.41921305659313,0.097287890775927,0.00698373263625887,-0.0930873803692241,-0.00433047799216557,0.0745371633879434,0.0512743014691735,"138",11.0765727780845,-376.095326921752,-342.832641192443,0.0785572537452799
0.0904069871082629,0.0652757569297952,0.0652195022544001,0.00014281122292429,-0.0499253661313782,0.00107096971402955,0.790581912310656,0.849089955823931,"139",14.4438987866722,-335.748480561661,-302.485794832352,0.102438998487037
0.261193811143054,0.472109821415356,0.093274001230886,0.00604286460257792,-0.0915028209529822,-0.00751379236166313,0.336581267929539,0.26337878144366,"140",11.0255949616994,-376.796492700793,-343.533806971484,0.0781957089482224
0.119790080948495,0.143373372258711,0.0430227911266727,0.020573895704307,-0.0567158660537276,-0.00572844558223941,0.203592577212951,0.76448236747935,"141",15.9438115849002,-320.731082807106,-287.468397077797,0.113076677907094
0.182131970976955,0.508917908451134,0.0306408613687311,0.0248348000755885,-0.0564931081334755,-0.0258702849653966,0.328534960031862,0.238749017721336,"142",9.22886689677447,-403.834724927976,-370.572039198667,0.0654529567147125
0.491762952610557,0.453469707381831,0.0947335349811376,0.00246755687363135,-0.10852361064448,-0.00382819067495254,0.0134185345241701,0.0957397487808266,"143",7.72416583213245,-430.888056391854,-397.625370662545,0.0547813179583862
0.180037286077485,0.649828900301739,0.0494941419724761,0.0114624792681515,-0.0864636995366932,-0.0188193933070767,0.132103251796744,0.0568088170715375,"144",13.3772685267567,-347.409192211308,-314.146506481999,0.0948742448706148
0.103689919481834,0.365250348762747,0.0595517264159942,0.0023035916203798,-0.0336078951954443,-0.0158290550904676,0.80160114129159,0.433036450116674,"145",7.07027038553382,-444.333233235943,-411.070547506634,0.0501437615995306
0.427718935622695,0.405398947982288,0.00816059246580155,0.00248477127642151,-0.0054022822923387,0.00137336850737786,0.166734964798847,0.229986294321634,"146",6.96023070295387,-446.717520811121,-413.454835081812,0.0493633383188218
0.0542933157988851,0.0421984110943706,0.00862118226336066,2.55312555950258e-05,-0.0168205266757232,0.00114485631613367,0.261312085831111,0.472800527714626,"147",5.49710471706135,-482.588165308486,-449.325479579177,0.0389865582770308
0.383611337378252,0.395398743442824,0.102199786612441,0.00380315933518129,-0.115624347603692,-0.00474636553714611,0.308055786334792,0.156947727203952,"148",6.74516958860106,-451.488191073447,-418.225505344138,0.04783808218866
0.130842380076266,0.547519594207371,0.0694815942860735,0.0141889578143833,-0.0766669839992442,-0.0135950126304324,0.214403719864711,0.295777157782651,"149",8.21437055645285,-421.535299818076,-388.272614088767,0.0582579472088855
0.239364647187468,0.313539192712717,0.0585220667437355,0.016049157419183,-0.0568672114040085,-0.0136773794126159,0.370765928078111,0.474922530731244,"150",8.96886579268095,-408.178437187704,-374.915751458395,0.0636089772530564
0.338705583668215,0.18328581651757,0.00557384113069233,0.00137612314239235,0.000883771483560496,-0.0106140854760371,0.298347190214276,-0.313533204041263,"151",9.1938866381326,-404.411946535292,-371.149260805983,0.0652048697739901
0.0523981282297467,0.581312502867226,0.0479567513901835,0.00338081861431391,-0.029701170169583,-0.0165802222095831,0.805256638167524,0.133390882439478,"152",15.3156218533679,-326.841090931806,-293.578405202497,0.10862143158417
0.127925823986717,0.355760000424785,0.0444871039208454,0.0106416712799277,-0.0252317020429432,-0.0124472304149329,0.622472541393642,0.495219752013174,"153",6.13587733391916,-465.878572125458,-432.615886396149,0.0435168605242493
0.186926776598509,0.665391031380234,0.0363955914393213,0.00691746723174809,-0.0247378337794859,-0.0101243162748338,0.349888484998662,0.100464698676441,"154",11.5235022375896,-370.082768511454,-336.820082782145,0.0817269662240397
0.0715972666407081,0.294320321045057,0.0544918834466767,0.00641175947206643,-0.0537084124677304,-0.00780157787327679,0.563775154391542,0.592240932185883,"155",12.3871601068587,-359.09744911445,-325.834763385141,0.0878521993394231
0.0675754975345164,0.620412125081997,0.0110723340751919,-0.00106132316037232,0.004512949794679,-0.00814772374764561,0.821343608340688,-0.780012476558931,"156",2.84548433798022,-582.678378342373,-549.415692613064,0.0201807399856753
0.336070923013759,0.606143669947798,0.0275387994914056,0.0172354047203539,-0.0125756604391506,-0.0299510358722131,0.281696306311325,0.0309689696331064,"157",7.11115969151736,-443.456707850433,-410.194022121124,0.0504337566774281
0.20591203753818,0.139199501128872,0.00479711749647179,0.0188230311346706,0.00921653753404995,-0.00123483211195699,-0.430642085325737,0.794790147113918,"158",11.328469470668,-372.677354288001,-339.414668558692,0.0803437551111207
0.315516700799938,0.281768240076938,0.0632617583983544,0.00606578379370165,-0.0728854661921135,-0.0038721992633451,-0.0107416372718601,0.336804578494166,"159",12.2960450121782,-360.219633792728,-326.956948063419,0.0872059929941714
0.196884564684617,0.59792328403214,0.0769229572818414,0.0121501680384401,-0.0301666711140379,-0.0156185318388368,0.279050887410279,0.303049239770552,"160",9.53835235018877,-398.82108350874,-365.558397779431,0.067647889008431
0.276083028896167,0.432047907335401,0.0709174272957145,0.00460380230197574,-0.0619807405248934,-0.012302432847341,0.452030707460416,0.266212935673034,"161",10.3095752755432,-387.002727696298,-353.740041966989,0.0731175551456964
0.149880540101837,0.259002646910667,0.0568340266980335,0.00284590771930354,-0.0575170462860897,-0.00310395357140342,0.534695446671867,0.451294542327967,"162",8.35209784382368,-419.007901763126,-385.745216033817,0.059234736481019
0.0124710056936423,0.0466377240220997,-0.00118202993272761,-2.70584236966558e-05,-0.000728245775467788,-0.000356558794809557,-0.779141743566493,-0.757049490291385,"163",0.495485459888361,-848.366864203287,-815.104178473978,0.00351408127580398
0.17595367421571,0.381717838893807,0.0521981904035276,0.00405591626986034,-0.0595657327000021,-0.0150242555437283,0.39724748135284,0.361287829556627,"164",25.0827429631366,-251.858467262393,-218.595781533084,0.177891794064798
0.279359061128513,0.225402074510964,0.0752758477763275,0.0127275217064354,-0.0799303126346324,-0.000326846764151777,0.102839617648564,0.582645189887943,"165",10.7742712665749,-380.301366890433,-347.038681161124,0.076413271394148
0.403378087152251,0.45400023752432,0.136931094124724,0.00322006153038452,-0.146015452382291,-0.00170876263301569,0.00183886841850259,0.0468149577909286,"166",16.923055905873,-311.670943230051,-278.408257500742,0.120021673091298
0.535864441135747,0.306210689429891,0.0110298931279709,0.0086890686066417,-0.0218262673885599,-0.00405659781778733,-0.220512704373584,0.476324879986643,"167",4.65200242488963,-507.960580269748,-474.697894540439,0.0329929249992172
0.0244100060313385,0.518319280198754,0.0246637642947284,-0.000224933606514369,0.00428304547127566,-0.0263833812543767,0.865935145410891,-0.275021879889978,"168",12.0232011484959,-363.630430920153,-330.367745190844,0.0852709301311767
0.161242598837263,0.10166964076926,0.0596359878684452,0.0159389737654165,-0.0652956952063761,-0.00374163562590313,0.240102372205394,0.774414978128499,"169",15.2438675259923,-327.55489067298,-294.292204943671,0.108112535645336
0.293988573839156,0.244001827373766,0.0763968789752397,0.0152716795535646,-0.0344502919172235,-0.00593710509132212,0.0543647164239619,0.632347063331808,"170",24.0544417885381,-258.221249442509,-224.9585637132,0.170598877932894
0.326767377573212,0.486193842032977,0.104055321948534,0.00562666821041444,-0.114094086514065,-0.00756882086985199,0.196285865714987,0.174485486999937,"171",5.44567752677143,-484.016867863399,-450.75418213409,0.0386218264310031
0.189015977696297,0.364463652416158,0.0274276216535905,0.0283595504594364,-0.0230173292275679,-0.0317454051583039,0.387821889477367,0.24295104032532,"172",14.2911954809313,-337.364004823082,-304.101319093773,0.101355996318662
0.0609302682551318,0.932119405319581,0.0317396012836104,0.00906190745728908,0.00410840697346816,-0.01667190338129,0.598216736598686,-0.0305081703359136,"173",4.7954352537119,-503.344838721318,-470.082152992009,0.0340101791043397
0.419136068975549,0.32717799718725,0.0433747356822469,0.00606661725620338,-0.0272465448701688,-0.0023467906359727,0.211123626937624,0.232602013725715,"174",5.03460145802296,-495.947015122821,-462.684329393512,0.0357063933193118
0.381221690384475,0.453995688858216,0.0928659071975676,0.00139012073476465,-0.096233333116186,-0.00341748100841474,0.174176271609467,0.1848031819735,"175",11.1742585043583,-374.760695815101,-341.498010085792,0.0792500603145977
0.12163097401892,0.867805799466735,0.0688185768072007,0.00532018450344555,-0.0115783236086561,-0.0261947411171302,0.666381183109213,-0.106627939759413,"176",6.42521796296198,-458.874794899486,-425.612109170177,0.0455689217231346
0.400890141345527,0.574294309068006,0.153728447452536,0.00513845429613503,-0.12987687330878,-0.0168045272345882,0.063568908281887,0.0923819444941183,"177",14.5085725654496,-335.069406875318,-301.806721146009,0.102897677769146
0.195194450414627,0.162428030164295,0.0364627949097444,0.0148991352573432,-0.0238411839821764,-0.00237143850894888,0.457877338954563,0.670102349214175,"178",18.6332075628523,-297.038147228306,-263.775461498997,0.132150408247179
